Sensor ID,Timestamp,temp_C,Pressure (kPa),vibration_mm_s,STATUS
SEN-024,2025-01-09T07:14:50,72.12,96.07,0.447,ok
SEN-022,2025-01-14 00:46:18,67.45,96.47,0.472, ok
SEN-001,13-01-2025 08:01:25,63.75,101.79,0.5928,ok
SEN-006,2025-01-10 17:45:20,69.09,102.47,0.5066,ok
SEN-024,2025-01-01T23:46:23,71.85,96.66,0.3971,ok
SEN-024,01/12/2025 11:00:01,72.74,96.27,0.4131,ok
SEN-010,2025-01-04 18:59:30,52.22,94.63,0.5604,ok
SEN-023,2025-01-03 09:00:36,55.45,96.28,0.2785,ok
SEN-009,2025-01-10 01:44:07,63.37,96.7,0.528,ok
SEN-006,2025-01-10 00:15:02,67.9,105.06,0.5056,ok
SEN-017,2025-01-01T22:59:24,63.2,101.2,0.5057,ok
SEN-004,2025-01-13 20:13:51,68.0,98.67,0.569,ok
SEN-018,01/02/2025 08:01:00,69.29,93.98,0.6131,ok
SEN-015,01/04/2025 00:15:37,53.85,103.46,0.4597,ok
SEN-008,13-01-2025 19:30:06,67.53,98.11,0.4884,ok
SEN-002,2025-01-12 07:58:52,63.79,96.47,0.4692,ok
SEN-010,2025-01-02T12:45:27,54.62,95.33,0.4459,ok
SEN-019,2025-01-05 11:01:24,75.14,105.15,0.4021,ok
SEN-018,2025-01-14 04:16:08,64.8,95.78,0.4887,ok
SEN-009,2025-01-13 23:59:45+00:00,62.67,96.39,0.4887,ok
SEN-021,2025-01-04 07:15:19,57.11,102.02,0.574,ok
SEN-022,2025-01-13 15:43:53,73.33,93.4,0.3596,ok
SEN-001,2025-01-01 03:31:09,61.7,103.79,0.5274,ok
SEN-018,01/08/2025 15:59:59,68.12,96.11,0.6159,ok
SEN-012,2025-01-14 15:46:06,71.39,102.91,0.4335,ok
SEN-022,2025-01-12 08:29:00,71.45,95.63,0.4761,ok
SEN-014,03-01-2025 17:00:42,67.63,98.55,0.587,ok
SEN-010,2025-01-07 07:45:23,54.17,96.82,0.432,ok
SEN-015,01/02/2025 10:30:48,57.49,101.01,0.5432,ok
SEN-019,2025-01-10 12:16:26,76.61,104.93,0.4693,ok
SEN-020,2025-01-10T17:30:43,67.18,104.65,0.4654,ok
SEN-005,01/05/2025 01:45:22,70.67,103.32,0.5023,ok
SEN-005,2025-01-11 14:15:25,70.48,102.91,0.6188,ok
SEN-012,2025-01-01 02:15:44,69.57,102.21,0.4411,ok
SEN-021,2025-01-09 20:30:16,55.2,101.96,0.5675,ok
SEN-004,2025-01-09 19:58:48,67.09,98.43,0.5511,ok
SEN-025,04-01-2025 09:46:07,58.49,102.98,0.47,ok
SEN-014,2025-01-11 13:00:51,70.16,97.16,0.6337,ok
SEN-008,2025-01-13 22:14:10,67.07,97.14,0.4106,ok
SEN-001,2025-01-02 14:00:23,64.74,101.88,0.4863,ok
SEN-009,2025-01-13 15:00:44,68.24,97.32,0.4871,ok
SEN-021,2025-01-14T18:00:53,56.81,101.57,0.5309,ok
SEN-002,2025-01-09 09:01:15,63.78,97.38,0.4919,ok
SEN-017,2025-01-08 17:16:02,66.8,100.64,0.516,ok
SEN-009,01/08/2025 07:16:24,68.16,95.83,0.5907,ok
SEN-009,2025-01-03T14:58:30,68.95,99.96,0.4849,ok
SEN-014,01/01/2025 13:29:54,69.58,99.78,0.636,ok
SEN-025,2025-01-12 07:15:02+00:00,57.52,103.29,0.3884,ok
SEN-002,2025-01-12 14:30:15,63.42,98.19,0.5437,ok
SEN-023,2025-01-11T22:15:08,52.87,96.07,0.3405,ok
SEN-019,2025-01-08 02:59:30,73.47,104.11,0.501,warning
SEN-008,2025-01-11 13:13:52,70.36,97.35,0.4855,ok
SEN-019,2025-01-12 05:44:14,74.45,103.78,0.4449,ok
SEN-012,2025-01-01 04:16:01,72.47,102.55,0.5091,ok
SEN-024,2025-01-03T17:14:35,74.35,96.72,0.4206,ok
SEN-021,2025-01-06 23:58:31,54.68,102.24,0.5015,ok
SEN-016,2025-01-07 15:13:55,71.43,102.36,0.4996,ok
SEN-006,2025-01-08 01:16:08,69.29,103.33,0.485,ok
SEN-003,2025-01-10 04:59:23,66.84,97.04,0.5432,ok
SEN-021,2025-01-12 19:29:54,56.21,101.64,0.5826,ok
SEN-003,2025-01-12 14:58:52+00:00,67.89,96.32,0.5626,ok
SEN-011,2025-01-12 17:30:05,67.35,100.27,0.6356,ok
SEN-010,2025-01-13 09:28:44,53.78,94.43,0.4254,ok
SEN-013,2025-01-14 21:29:56,69.62,102.75,0.5036,ok
SEN-011,2025-01-08 06:43:50,69.07,97.48,0.5754,ok
SEN-002,2025-01-03 10:43:52,64.27,97.25,0.5104,ok
SEN-019,2025-01-05 17:46:23,73.61,105.28,0.4409,ok
SEN-007,01/12/2025 19:43:41,67.27,103.43,0.587,ok
SEN-013,01/13/2025 07:45:17,71.71,102.96,0.5598,ok
SEN-019,14-01-2025 20:59:18,71.04,103.95,0.335,ok
SEN-009,01-01-2025 07:13:53,67.2,96.33,0.5301,ok
SEN-023,2025-01-14 03:30:38,53.22,95.64,0.4568,ok
SEN-012,2025-01-01T09:14:27,75.42,102.06,0.4785,ok
SEN-016,01/14/2025 00:29:37,66.84,100.97,0.5397,ok
SEN-007,2025-01-12T12:46:24,67.27,102.93,0.5311,ok
SEN-004,01/05/2025 18:00:45,66.05,96.68,0.61,ok
SEN-002,2025-01-13 12:43:59,65.0,96.68,0.4667,ok
SEN-004,2025-01-13 10:30:06,67.26,96.47,0.5589,ok
SEN-025,2025-01-10T17:46:01,57.17,103.46,0.4764,ok
SEN-021,2025-01-14 21:01:16,,101.3,0.5403,ok
SEN-014,2025-01-12 08:00:14+00:00,69.99,98.87,0.523,ok
SEN-013,2025-01-08 09:29:43,74.03,101.24,0.5401,ok
SEN-001,2025-01-01 22:00:58,61.96,102.36,0.5723,ok
SEN-015,2025-01-14 00:46:02+00:00,55.51,102.66,0.5422,ok
SEN-017,10-01-2025 00:15:13,66.62,102.44,0.4823,ok
SEN-013,2025-01-10T12:44:04,74.48,104.21,0.5769,ok
SEN-012,2025-01-13 16:43:35,73.14,102.51,0.4193,ok
SEN-002,01/08/2025 05:31:05,64.02,97.68,0.4421,ok
SEN-007,2025-01-10 03:46:13,65.2,103.37,0.5311,ok
SEN-022,2025-01-10 10:46:08,73.55,96.33,0.4114,ok
SEN-012,2025-01-11 12:30:00,73.08,102.59,0.4893,ok
SEN-008,2025-01-10 04:30:02,67.61,97.34,0.5367,ok
SEN-007,01/03/2025 10:46:12,68.75,103.29,0.6103,ok
SEN-023,2025-01-03 19:16:08,56.84,95.91,0.3751,ok
SEN-001,2025-01-10 20:00:23,62.68,102.0,0.5937,ok
SEN-013,2025-01-08 18:15:24,71.0,102.01,0.5648,ok
SEN-009,2025-01-08 13:30:19,66.74,96.41,0.4649,ok
SEN-022,2025-01-01 06:44:05,72.66,94.8,0.3554,ok
SEN-025,2025-01-14T09:59:25,58.61,103.7,0.45,ok
SEN-010,2025-01-11 03:15:38,51.47,94.53,0.5639,ok
SEN-024,2025-01-07 22:29:45,69.61,97.04,0.4094,ok
SEN-009,2025-01-11 15:58:48,66.11,97.72,0.5539,ok
SEN-010,2025-01-10 01:01:07,52.51,97.16,0.4639,ok
SEN-008,12-01-2025 12:15:00,71.35,95.54,0.513,ok
SEN-024,01/10/2025 16:16:00,73.56,96.23,0.3878,ok
SEN-007,01/11/2025 08:00:56,68.63,103.21,0.6799,ok
SEN-021,01/13/2025 05:00:18,41.72,102.74,0.5724,ok
SEN-011,2025-01-14 05:01:08,66.57,97.22,0.6313,ok
SEN-016,2025-01-06 12:46:11,72.46,100.73,0.5921,ok
SEN-003,2025-01-14 03:30:29,65.53,97.17,0.5519,ok
SEN-024,01/08/2025 02:59:52,72.33,97.15,0.4049,ok
SEN-009,10-01-2025 11:28:49,68.29,96.67,0.5021,ok
SEN-017,2025-01-04 05:43:30,65.33,101.81,0.4874,ok
SEN-021,2025-01-05T09:00:28,56.19,102.76,0.5378,ok
SEN-021,2025-01-13 02:43:48,56.01,101.27,0.5598,ok
SEN-011,2025-01-08 16:14:17,69.31,99.45,0.535,ok
SEN-016,2025-01-12 12:45:48,70.59,102.21,0.6523,ok
SEN-006,2025-01-08T10:45:08,71.5,104.45,0.4963,ok
SEN-014,2025-01-07 08:01:29,65.93,98.67,0.543,ok
SEN-011,2025-01-05 01:14:43,65.48,97.14,0.5238,ok
SEN-006,2025-01-13T06:29:34,70.18,104.52,0.5103,ok
SEN-015,2025-01-06 21:29:40,56.63,101.68,0.569,ok
SEN-010,01/13/2025 02:30:17,52.52,95.29,0.3931,ok
SEN-006,01/14/2025 09:29:52,72.48,104.02,0.4775,ok
SEN-018,04-01-2025 15:58:54,70.01,95.79,0.6371,ok
SEN-015,2025-01-06T11:00:16,57.76,101.23,0.5686,ok
SEN-024,2025-01-14 17:45:42,71.48,96.72,0.4334,ok
SEN-022,2025-01-05 04:13:59,70.8,95.46,0.4456,ok
SEN-017,2025-01-09 10:46:22,68.44,101.2,0.5603,ok
SEN-022,03-01-2025 13:01:04,73.83,96.63,0.3786,ok
SEN-020,2025-01-08T00:14:57,62.1,105.33,0.3688,ok
SEN-024,14-01-2025 09:29:24,75.82,98.88,0.4367,ok
SEN-023,2025-01-08 02:00:17,52.77,96.15,0.383,ok
SEN-008,01-01-2025 06:45:44,71.66,96.26,0.4663,ok
SEN-018,01/04/2025 22:28:32,63.81,94.7,0.548,ok
SEN-007,02-01-2025 07:44:55,68.35,103.78,0.5655,ok
SEN-023,2025-01-12T15:43:32,55.81,95.23,0.4103,ok
SEN-005,2025-01-06 17:00:22,72.57,103.63,0.504,ok
SEN-021,2025-01-06 13:59:28,57.61,101.36,0.5964,ok
SEN-009,2025-01-05T21:31:03,64.43,97.01,0.4302,ok
SEN-015,2025-01-14 02:00:16,54.92,102.17,0.6128,ok
SEN-008,2025-01-13 06:30:47,69.16,98.27,0.4217,ok
SEN-002,08-01-2025 16:29:00,62.18,96.58,0.3942,ok
SEN-008,2025-01-05T05:15:00,70.1,96.76,0.4963,ok
SEN-019,2025-01-02 04:58:50,73.77,103.27,0.319,ok
SEN-002,11-01-2025 19:31:08,60.94,96.74,0.5041,ok
SEN-001,2025-01-04 13:16:20,67.01,103.98,0.4908,ok
SEN-022,2025-01-14 22:43:42,68.33,96.23,0.3842,ok
SEN-013,2025-01-03 19:44:45+00:00,71.57,102.45,0.5298,ok
SEN-021,01/12/2025 07:13:36,57.4,101.55,0.5046,ok
SEN-023,2025-01-08 09:00:59,59.17,96.26,0.5044,ok
SEN-009,03-01-2025 12:43:49,68.6,96.63,0.3867,ok
SEN-010,2025-01-09 08:44:53,54.18,95.44,0.5193,ok
SEN-002,2025-01-13 20:45:34,62.52,96.55,0.5654,ok
SEN-001,2025-01-07 15:01:29,66.1,102.8,0.497,ok
SEN-022,07-01-2025 08:44:34,72.98,95.32,0.399,ok
SEN-008,2025-01-03 10:15:24,72.62,96.86,0.4044,ok
SEN-018,10-01-2025 11:44:23,68.7,96.28,0.5815,ok
SEN-017,2025-01-10T13:14:12,68.95,101.87,0.444,ok
SEN-021,2025-01-11 09:59:20,58.36,103.22,0.5671,ok
SEN-004,2025-01-10 19:29:54,68.06,95.29,0.6156,ok
SEN-010,2025-01-04 01:31:17,50.73,96.33,0.5299,ok
SEN-012,2025-01-13 03:15:28,68.75,102.05,0.4544,ok
SEN-007,2025-01-12 18:14:57,67.13,103.56,0.6478,ok
SEN-012,2025-01-13 02:16:04,69.12,103.79,0.4462,ok
SEN-001,2025-01-04 15:44:39,65.27,102.46,0.631,ok
SEN-010,2025-01-01 06:45:50,55.12,94.35,0.5096,ok
SEN-011,2025-01-06 19:00:35+00:00,69.12,100.36,0.5087,ok
SEN-002,2025-01-13T03:59:22,61.89,97.04,0.4986,ok
SEN-005,13-01-2025 05:13:53,68.39,102.67,0.496,ok
SEN-025,2025-01-03T12:29:30,57.98,102.63,0.476,ok
SEN-010,2025-01-03 23:45:26,51.0,95.72,0.5172,ok
SEN-005,2025-01-14 21:45:36,69.0,102.46,0.5888,ok
SEN-002,2025-01-01 17:45:01+00:00,61.62,98.2,0.4362,warning
SEN-009,2025-01-05T04:58:32,66.84,94.94,0.4415,ok
SEN-023,2025-01-03 10:58:49,56.83,94.91,0.4092,ok
SEN-019,2025-01-12T19:30:15,73.9,104.29,0.3423,ok
SEN-002,2025-01-07 19:31:28+00:00,61.78,97.0,0.5833,ok
SEN-017,2025-01-08 15:31:22+00:00,69.04,101.22,0.5144,ok
SEN-016,01/14/2025 06:45:50,71.18,102.25,0.5715,ok
SEN-018,2025-01-14 07:15:17,66.8,96.26,0.522,ok
SEN-002,2025-01-12 04:16:08,63.5,97.3,0.5034,ok
SEN-017,08-01-2025 04:14:27,65.64,101.82,0.4797,ok
SEN-020,2025-01-11 16:15:12,64.96,105.12,0.4779,ok
SEN-015,2025-01-11T12:13:55,60.98,102.17,0.4885,ok
SEN-001,2025-01-06T22:13:56,62.1,102.28,0.5175,ok
SEN-017,2025-01-03 05:44:48,67.55,103.11,0.5689,ok
SEN-021,2025-01-03 22:43:38,54.81,100.64,0.5689,ok
SEN-012,2025-01-07 05:29:14,71.27,102.64,0.3999,ok
SEN-007,2025-01-04 12:58:49,70.35,104.09,0.6098,ok
SEN-009,2025-01-01 19:16:14,63.69,96.68,0.4902,ok
SEN-017,2025-01-08 09:44:32,70.23,100.39,0.5073,ok
SEN-013,2025-01-02 13:59:36,72.72,103.25,0.4884,ok
SEN-012,01/07/2025 23:14:15,68.65,100.65,0.4598,ok
SEN-014,2025-01-01 08:45:55,68.17,97.94,0.5133,ok
SEN-002,06-01-2025 16:46:30,64.6,95.62,0.5234,ok
SEN-009,2025-01-11 17:14:21,65.33,97.43,0.486,ok
SEN-023,2025-01-01 17:46:21,55.2,94.88,0.4317,ok
SEN-005,01/06/2025 04:59:53,68.09,103.09,0.6251,ok
SEN-014,2025-01-11 02:31:12,63.89,100.81,0.6138,ok
SEN-007,2025-01-02T04:44:13,67.54,102.4,0.5631,ok
SEN-008,2025-01-04T12:59:35,71.4,95.7,0.4688,ok
SEN-022,2025-01-08 06:45:12,73.3,96.48,0.3642,ok
SEN-021,01/04/2025 11:44:42,57.17,102.62,0.5416,ok
SEN-004,2025-01-05 05:29:58,67.48,97.56,0.5573,ok
SEN-005,2025-01-13 21:15:01,66.96,102.82,0.5289,ok
SEN-016,2025-01-12 01:44:30,68.96,102.58,0.4988,ok
SEN-002,01/11/2025 21:46:10,60.35,97.47,0.5312,ok
SEN-013,2025-01-09T00:28:59,71.86,102.79,0.5584,ok
SEN-001,2025-01-08 22:45:53,62.32,102.02,0.6096,ok
SEN-003,2025-01-04 20:43:51,65.13,96.14,0.6066,ok
SEN-015,2025-01-05 17:13:43,56.52,102.3,0.5576,ok
SEN-020,2025-01-09 00:28:33,65.08,103.84,0.4735,ok
SEN-003,01/13/2025 22:58:35,66.47,97.22,0.5452,ok
SEN-022,2025-01-11T22:44:37,69.66,94.66,0.3922,ok
SEN-025,2025-01-09T13:30:29,56.0,102.51,0.4268,ok
SEN-019,2025-01-01T08:30:30,76.34,104.34,0.3813,ok
SEN-012,2025-01-11 17:59:54,70.08,100.99,0.5111,ok
SEN-005,08-01-2025 22:13:36,70.05,102.92,0.5691,ok
SEN-005,2025-01-05 21:00:05,70.66,101.31,0.4139,ok
SEN-017,2025-01-08T16:30:07,66.94,101.89,0.4794,ok
SEN-004,14-01-2025 05:44:55,64.97,95.91,0.4933,ok
SEN-020,01/13/2025 00:58:36,63.79,104.26,0.4441,ok
SEN-010,2025-01-01 22:46:04,51.62,95.96,0.5032,ok
SEN-007,14-01-2025 15:44:05,68.04,102.87,0.5762,ok
SEN-018,2025-01-14 00:45:27,65.47,96.42,0.6048,ok
SEN-014,11-01-2025 00:15:33,64.13,97.94,0.5496,ok
SEN-001,2025-01-03 11:14:51,65.4,101.74,0.467,ok
SEN-009,2025-01-05 17:01:17,65.86,97.14,0.5093,ok
SEN-020,05-01-2025 05:44:09,67.54,103.96,0.4254,ok
SEN-008,2025-01-10 19:43:46,66.84,96.38,0.4276,ok
SEN-025,11-01-2025 22:28:43,53.17,102.68,0.4692,ok
SEN-019,2025-01-12 20:59:22,73.49,105.11,0.3741,ok
SEN-004,06-01-2025 01:29:32,66.35,96.07,0.4943,ok
SEN-007,2025-01-11 05:44:48,67.22,103.21,0.5783,ok
SEN-007,2025-01-09 17:15:03+00:00,68.07,105.21,0.5881,ok
SEN-006,2025-01-01 02:15:47,68.8,104.13,0.5118,ok
SEN-011,2025-01-14 21:28:43,65.91,98.3,0.5551,Ok
SEN-022,01/13/2025 22:16:23,68.44,94.6,0.3753,ok
SEN-017,2025-01-02 01:00:32,63.84,101.45,0.5172,ok
SEN-008,2025-01-08 02:45:22,69.16,97.57,0.414,ok
SEN-022,2025-01-02 13:59:05+00:00,71.49,94.7,0.4042,ok
SEN-022,2025-01-12 16:29:29,71.76,95.82,0.4696,ok
SEN-007,2025-01-11 05:59:47,66.99,102.78,0.5378,ok
SEN-004,2025-01-14T03:45:07,64.97,96.71,0.561,ok
SEN-012,2025-01-07 14:43:36,74.22,100.94,0.526,ok
SEN-001,2025-01-03 23:15:14+00:00,60.62,101.01,0.4637,ok
SEN-015,2025-01-01 06:16:19,56.85,101.9,0.5834,ok
SEN-021,07-01-2025 10:28:46,59.1,101.91,0.6236,ok
SEN-014,2025-01-14 03:01:18,65.46,99.92,0.6211,ok
SEN-016,2025-01-13T16:44:28,72.79,101.44,0.5421,ok
SEN-021,2025-01-14 21:13:35,55.06,103.72,0.4969,ok
SEN-017,2025-01-03 14:29:02,68.02,102.72,0.4289,ok
SEN-009,2025-01-11 02:45:58,63.21,95.58,0.4804,ok
SEN-010,2025-01-07 05:44:49,52.14,94.76,0.451,ok
SEN-018,2025-01-10 01:29:11,67.35,95.44,0.5819,ok
SEN-020,2025-01-11T04:30:36,64.22,105.38,0.4119,ok
SEN-007,02-01-2025 18:59:52,67.49,103.88,0.5955,ok
SEN-020,2025-01-14 21:30:03,63.09,104.6,0.4651,ok
SEN-019,2025-01-06T11:30:06,74.32,105.93,0.4144,ok
SEN-023,01/10/2025 20:29:52,54.23,96.07,0.3631,ok
SEN-006,2025-01-11 08:29:38,72.44,104.16,0.5153,ok
SEN-001,2025-01-02T20:15:10,64.32,103.28,0.5905,ok
SEN-018,2025-01-14 15:43:54,70.43,93.98,0.6294,ok
SEN-014,2025-01-07 21:29:29,65.21,99.86,0.605,ok
SEN-013,01/05/2025 08:31:00,73.51,103.09,0.5336,ok
SEN-023,2025-01-06T15:46:13,57.49,94.08,0.4558,ok
SEN-014,2025-01-13 18:29:48,69.05,98.47,0.5709,ok
SEN-015,11-01-2025 03:00:47,54.6,101.41,0.5234,ok
SEN-005,2025-01-14 13:43:48,71.14,103.06,0.5495,ok
SEN-024,2025-01-08 02:14:32,71.22,98.04,0.3188,ok
SEN-020,2025-01-10 20:15:55,64.22,104.29,0.3926,ok
SEN-018,2025-01-05 06:59:17,69.42,93.93,0.6237,ok
SEN-009,2025-01-14 08:14:27,68.08,97.78,0.4778,ok
SEN-011,01/09/2025 17:15:43,68.44,99.08,0.702,ok
SEN-018,2025-01-11T18:15:13,66.72,96.61,0.5985,ok
SEN-008,2025-01-01T15:45:37,69.5,96.06,0.4589,ok
SEN-008,2025-01-06 21:45:06,66.95,97.72,0.4058,ok
SEN-014,10-01-2025 21:01:19,66.41,99.96,0.5719,ok
SEN-005,01/07/2025 06:45:39,72.11,103.43,0.5826,ok
SEN-021,2025-01-05 08:01:21,55.46,101.39,0.6014,ok
SEN-025,09-01-2025 21:15:01,56.09,101.75,0.3978,ok
SEN-016,2025-01-09T23:01:25,67.56,102.81,0.4596,ok
SEN-021,01/03/2025 17:29:46,55.72,102.1,0.4643,ok
SEN-022,2025-01-05 23:59:34,69.91,95.5,0.3496,ok
SEN-005,2025-01-11 16:28:42,69.7,102.76,0.5113,ok
SEN-017,11-01-2025 10:31:17,69.61,102.06,0.5787,ok
SEN-017,01/01/2025 19:29:32,65.87,101.14,0.581,OK
SEN-010,2025-01-05 12:43:47,54.78,94.91,0.4094,ok
SEN-023,2025-01-11 15:59:24,56.09,94.47,0.3981,ok
SEN-014,2025-01-09 03:31:06,67.34,99.15,0.6488,ok
SEN-017,02-01-2025 04:43:31,67.11,100.74,0.5098,ok
SEN-010,2025-01-13 03:16:14,52.46,96.14,0.485,ok
SEN-002,2025-01-14 19:29:21,61.27,97.47,0.4792,ok
SEN-011,2025-01-11 23:30:11,64.7,98.17,0.5005,ok
SEN-004,2025-01-04 02:15:25,63.95,96.8,0.509,ok
SEN-011,01/11/2025 05:29:33,66.79,99.08,0.5553,ok
SEN-016,2025-01-12T19:59:33,70.1,100.78,0.579,ok
SEN-017,2025-01-04 20:29:32,65.3,100.54,0.5282,ok
SEN-018,2025-01-13 00:00:18,66.55,96.21,0.6535,ok
SEN-005,14-01-2025 17:13:54,69.4,103.8,0.6122,ok
SEN-004,2025-01-03 18:29:32,67.83,97.06,0.5341,ok
SEN-013,2025-01-13 15:00:29,75.31,102.77,0.5565,ok
SEN-023,2025-01-13 00:58:58,55.01,95.3,0.3346,ok
SEN-023,2025-01-10 13:16:16,58.34,95.08,0.4618,ok
SEN-001,2025-01-06 15:58:44+00:00,65.59,102.86,0.4507,ok
SEN-023,2025-01-04 15:14:36,58.66,94.83,0.4559,ok
SEN-002,2025-01-07 20:31:25,60.06,96.72,0.5305,ok
SEN-012,01/12/2025 21:30:41,71.14,101.07,0.4826,ok
SEN-012,2025-01-06T23:16:00,69.53,101.92,0.4843,ok
SEN-025,2025-01-13 13:45:36+00:00,58.32,102.76,0.4355,ok
SEN-007,2025-01-08 01:31:12,64.44,104.01,0.5832,ok
SEN-017,01/07/2025 06:29:07,65.95,101.42,0.5931,ok
SEN-008,2025-01-01 08:00:15+00:00,71.11,96.31,0.4556,ok
SEN-014,2025-01-03 01:46:04,66.7,101.01,0.5659,ok
SEN-025,2025-01-09 09:13:45+00:00,57.1,102.18,0.3717,ok
SEN-018,2025-01-07 13:45:20,70.21,95.19,0.5321,ok
SEN-016,2025-01-05 07:15:37,72.11,102.32,0.5821,ok
SEN-007,2025-01-09 01:30:53,66.3,103.98,0.5352,ok
SEN-015,2025-01-07 01:14:28,54.47,101.82,0.5491,ok
SEN-007,2025-01-05 11:44:23,68.5,102.85,0.583,ok
SEN-024,2025-01-01T09:14:28,75.6,97.17,0.3985,ok
SEN-025,2025-01-13 15:16:12,58.1,101.32,0.4461,ok
SEN-011,2025-01-01 17:58:42,68.89,98.51,0.497,ok
SEN-007,2025-01-03 10:15:55,67.88,104.72,0.5242,ok
SEN-007,2025-01-10 18:46:14,66.65,-,0.5308,ok
SEN-016,2025-01-01 01:00:07,66.83,101.44,0.5862,ok
SEN-006,2025-01-02 09:15:02,69.97,104.32,0.477,ok
SEN-021,2025-01-05 12:00:45+00:00,59.24,102.26,0.5274,ok
SEN-025,2025-01-05 17:45:21,54.76,103.25,0.5041,ok
SEN-011,12-01-2025 13:15:14,69.71,99.39,0.6004,ok
SEN-019,06-01-2025 23:43:32,70.57,104.56,0.4644,ok
SEN-025,2025-01-06 06:59:44,56.08,103.02,0.3746,ok
SEN-020,13-01-2025 23:28:49,61.97,103.88,0.4395,ok
SEN-005,2025-01-02 10:45:14,71.02,102.6,0.6247,ok
SEN-012,2025-01-06 16:16:17,74.73,102.85,0.4893,ok
SEN-003,2025-01-13 21:30:46,67.64,N/A,0.5989,ok
SEN-019,2025-01-04T08:45:49,76.4,105.31,0.4119,ok
SEN-024,2025-01-12 03:29:12,72.88,97.92,0.4206,ok
SEN-010,2025-01-06T18:01:29,55.96,95.34,0.4058,ok
SEN-015,2025-01-14T02:14:46,54.75,100.91,0.5145,ok
SEN-009,2025-01-11 04:30:16,64.88,96.88,0.4487,ok
SEN-008,2025-01-06 02:01:03+00:00,66.5,97.71,0.4674,ok
SEN-015,2025-01-02 13:13:44,57.17,102.55,0.5425,ok
SEN-010,2025-01-07 07:01:15,52.76,95.38,0.4221,ok
SEN-018,2025-01-11 10:43:32,70.38,94.85,0.5599,ok
SEN-012,01/01/2025 22:14:03,70.69,102.21,0.5036,ok
SEN-014,2025-01-08 19:00:53,65.44,99.44,0.6109,ok
SEN-003,2025-01-05T21:15:10,65.32,98.95,0.5828,ok
SEN-007,02-01-2025 20:28:36,66.9,103.82,0.6334,ok
SEN-002,01/09/2025 09:13:32,63.64,97.52,0.4724,ok
SEN-004,2025-01-04 22:43:52+00:00,64.2,97.32,0.5198,ok
SEN-004,2025-01-10 23:00:12,64.9,96.82,0.6024,ok
SEN-020,2025-01-12 18:46:17,65.61,103.95,0.3744,ok
SEN-003,2025-01-06 21:59:25,68.56,97.86,0.5127,ok
SEN-025,09-01-2025 18:01:09,56.68,102.77,0.4133,ok
SEN-013,2025-01-06 21:30:38,70.69,102.63,0.5009,ok
SEN-005,08-01-2025 10:29:29,70.81,102.64,0.5511,ok
SEN-025,2025-01-06 05:28:31,55.12,103.2,0.3891,ok
SEN-006,2025-01-12 22:44:17,68.89,103.61,0.486,ok
SEN-004,07-01-2025 13:16:18,69.3,96.62,0.5702,ok
SEN-012,2025-01-12 11:01:24,71.15,103.23,0.503,ok
SEN-009,01/10/2025 12:58:52,68.98,97.52,0.3887,ok
SEN-014,2025-01-05 21:45:34,64.8,97.17,0.6228,ok
SEN-015,2025-01-02 04:16:05,57.36,101.54,0.489,ok
SEN-020,2025-01-10T10:30:12,67.02,104.89,0.4731,ok
SEN-004,2025-01-01T06:45:52,66.84,97.78,0.6026,ok
SEN-020,2025-01-09 03:31:24,66.31,105.41,0.4408,ok
SEN-023,2025-01-03 11:58:43+00:00,57.38,94.63,0.403,ok
SEN-011,2025-01-12 03:29:46,67.59,97.43,0.4917,ok
SEN-021,01/09/2025 19:28:56,52.82,102.39,0.5728,ok
SEN-002,2025-01-08T15:59:13,63.01,96.52,0.4524,ok
SEN-004,2025-01-12 12:46:04,67.97,97.22,0.6187,ok
SEN-003,01/04/2025 14:30:20,71.74,97.53,0.5741,ok
SEN-002,2025-01-01 12:15:21,66.67,96.82,0.5015,ok
SEN-004,2025-01-06 10:28:52+00:00,67.72,95.65,0.5055,ok
SEN-011,01/10/2025 13:16:17,70.88,99.03,0.5822,ok
SEN-024,01-01-2025 07:15:24,75.4,97.88,0.4752,ok
SEN-022,2025-01-09 04:28:31,70.72,95.85,0.4399,ok
SEN-001,2025-01-08 13:31:11,64.29,103.92,0.5082,ok
SEN-008,2025-01-08 02:30:43,69.52,96.87,0.4279,ok
SEN-001,02-01-2025 21:44:11,63.95,103.48,0.4589,ok
SEN-025,2025-01-08 15:45:54,56.27,102.88,0.4753,ok
SEN-016,2025-01-13 10:00:15,71.17,101.27,0.5224,ok
SEN-025,2025-01-08 03:01:11,53.74,103.38,0.4848,ok
SEN-014,2025-01-01 05:01:30,63.6,98.34,0.5344,ok
SEN-010,2025-01-02 05:30:23,55.77,95.72,0.4209,ok
SEN-014,2025-01-09 07:43:45,69.46,97.32,0.5328,ok
SEN-016,01/11/2025 21:31:27,67.5,102.93,0.5031,ok
SEN-005,2025-01-14 15:29:49,69.84,102.72,0.6732,ok
SEN-016,2025-01-14 16:45:48,69.31,101.45,0.6011,ok
SEN-001,2025-01-13 10:45:39,65.49,103.06,0.6111,ok
SEN-024,2025-01-01T17:15:29,71.34,98.82,0.4117,ok
SEN-023,2025-01-09 12:44:07,57.02,95.26,0.4249,ok
SEN-017,2025-01-09T21:59:17,66.35,101.5,0.5556,ok
SEN-001,2025-01-09T07:14:20,64.65,99.83,0.4713,ok
SEN-015,2025-01-12 05:44:38,59.28,102.28,0.4386,ok
