User ID,Signup Date,Age,Gender,Country,signup_channel,Tier at Signup
U01108,2024-02-01,27,NB,US,organic,standard
U01109,2023-05-18,28,M,US,paid_social,standard
U01110,"Dec 12, 2023",30,F,US,paid_social,standard
U01111,15-04-2023,46,F,UK,paid_social,standard
U01112,2024-07-07,27,Prefer not to say,US,paid_social,basic
U01113,2023-11-15,53,M,CA,paid_search,premium
U01114,2024-03-09,44,F,US,paid_social,standard
U01115,2023-02-12,13,M,US,organic,standard
U01116,05-07-2024,26,M,IN,referral,standard
U01117,2024-08-03,22,M,UK,organic,basic
U01118,2024-10-08,44,NB,US,paid_social,premium
U01119,05/12/2023,42,M,US,paid_search,premium
U01120,2024-12-20,18,M,US,referral,premium
U01121,2024-11-03,21,F,US,organic,premium
U01122,2023-08-28,49,M,US,paid_search,basic
U01123,05/06/2023,33,F,JP,paid_social,premium
U01124,03/16/2023,32,F,US,referral,basic
U01125,24-10-2023,42,F,IN,partner,basic
U01126,15-05-2023,21,F,UK,organic,basic
U01127,2024-04-06,31,F,UK,organic,basic
U01128,21-01-2024,57,M,IN,paid_social,basic
U01129,17-07-2023,32,M,IN,organic,basic
U01130,22-12-2024,27,F,DE,organic,premium
U01131,01/13/2023,49,M,US,paid_social,premium
U01132,2022-10-13,30,F,UK,organic,basic
U01133,2024-05-05,51,F,US,referral,basic
U01134,2022-11-18,25,M,UK,organic,standard
U01135,2024-06-13,39,F,US,paid_search,premium
U01136,03-05-2022,22,M,IN,organic,standard
U01137,2022-02-12,45,M,DE,organic,premium
U01138,"Jun 01, 2023",53,F,FR,referral,premium
U01139,04-08-2022,20,F,DE,paid_social,standard
U01140,01-05-2024,34,NB,US,paid_search,basic
U01141,2022-07-12,30,M,US,organic,basic
U01142,2024-10-12,21,M,AU,referral,premium
U01143,17-03-2024,60,M,CA,paid_social,premium
U01144,05/08/2024,51,M,UK,partner,basic
U01145,04/24/2023,18,M,UK,paid_search,premium
U01146,2023-11-02,26,F,CA,referral,standard
U01147,2024-02-16,59,M,IN,organic,basic
U01148,2023-12-21,39,M,CA,partner,basic
U01149,10/01/2024,29,F,US,organic,standard
U01150,2024-01-18,33,M,US,paid_social,standard
U01151,2023-11-20,23,M,MX,organic,standard
U01152,2022-05-21,33,F,IN,organic,premium
U01153,12-12-2024,13,NB,US,partner,premium
U01154,2023-03-14,16,Prefer not to say,UK,referral,standard
U01155,2024-01-31,51,F,MX,organic,standard
U01156,2024-06-06,53,F,US,organic,premium
U01157,2024-06-20,62,M,DE,organic,standard
U01158,08/08/2022,23,F,US,paid_search,premium
U01159,2024-01-25,58,M,BR,paid_search,standard
U01160,2024-05-08,19,F,UK,paid_search,premium
U01161,2022-03-27,31,NB,JP,paid_social,premium
U01162,2022-06-22,15,F,US,paid_social,basic
U01163,03/05/2024,54,M,DE,referral,basic
U01164,2023-07-02,55,F,AU,partner,premium
U01165,2024-01-07,30,M,DE,paid_social,standard
U01166,2023-04-22,50,M,US,organic,basic
U01167,19-10-2024,29,M,CA,paid_social,premium
U01168,2024-12-06,51,M,AU,organic,premium
U01169,01-05-2024,25,F,IN,organic,premium
U01170,2022-02-15,24,F,BR,paid_search,standard
U01171,2024-01-29,36,NB,US,paid_search,basic
U01172,2024-03-01,61,F,UK,paid_social,premium
U01173,23-06-2022,54,F,US,paid_social,premium
U01174,2022-11-22,23,F,US,referral,premium
U01175,2023-03-22,41,M,CA,referral,standard
U01176,2023-08-08,39,F,UK,paid_search,standard
U01177,2023-05-30,29,M,IN,paid_social,standard
U01178,14-09-2024,41,Prefer not to say,BR,referral,basic
U01179,04/19/2023,46,M,US,organic,basic
U01180,2024-06-04,49,F,BR,paid_search,basic
U01181,05/25/2023,58,F,US,organic,basic
U01182,2022-05-27,15,M,US,organic,premium
U01183,06/16/2023,52,F,CA,paid_search,basic
U01184,2023-11-11,27,F,DE,referral,basic
U01185,2023-02-24,53,F,CA,organic,basic
U01186,2024-09-12,49,F,US,organic,premium
U01187,11-11-2024,25,M,US,organic,premium
U01188,2023-03-21,52,F,US,organic,standard
U01189,22-01-2022,19,M,US,partner,premium
U01190,2024-02-24,32,M,US,paid_social,standard
U01191,2024-09-29,47,M,UK,referral,basic
U01192,2023-08-05,20,M,IN,partner,standard
U01193,2023-08-25,58,Prefer not to say,BR,paid_social,premium
U01194,2024-06-22,44,M,UK,paid_social,premium
U01195,2022-12-02,27,F,MX,referral,premium
U01196,2023-02-04,43,F,BR,organic,standard
U01197,2024-11-07,52,F,FR,paid_search,basic
U01198,16-12-2024,16,NB,US,organic,basic
U01199,31-08-2024,32,M,BR,partner,basic
U01200,2024-07-15,54,NB,CA,paid_search,standard
U01201,2023-05-10,54,F,US,referral,standard
U01202,2023-01-15,19,M,CA,organic,standard
U01203,2024-06-23,18,M,CA,organic,standard
U01204,2022-06-28,50,Prefer not to say,DE,paid_social,premium
U01205,29-07-2023,36,F,US,organic,premium
U01206,2024-03-18,18,F,CA,partner,basic
U01207,02/08/2024,20,M,US,paid_search,premium
U01208,2024-11-21,71,M,US,organic,basic
U01209,08/06/2024,22,M,JP,paid_search,premium
U01210,05/05/2024,49,M,US,paid_social,premium
U01211,"Aug 03, 2022",22,M,DE,organic,standard
U01212,2024-06-10,29,M,UK,paid_social,basic
U01213,2022-08-05,16,Prefer not to say,US,paid_search,premium
U01214,2022-06-28,25,M,UK,paid_social,basic
U01215,2022-10-11,17,M,UK,paid_social,standard
U01216,2023-11-06,25,M,IN,paid_social,standard
U01217,22-03-2024,36,F,US,paid_social,standard
U01218,2024-10-18,38,M,AU,referral,premium
U01219,02/23/2024,21,F,UK,organic,basic
U01220,2022-03-24,13,F,CA,paid_social,basic
U01221,2024-02-13,24,NB,US,organic,premium
U01222,12/26/2022,20,F,US,paid_social,basic
U01223,04/08/2023,42,F,US,organic,basic
U01224,2024-01-25,60,F,US,organic,premium
U01225,2022-11-17,21,Prefer not to say,CA,paid_search,basic
U01226,2022-11-11,31,M,US,paid_social,standard
U01227,05/12/2022,54,Prefer not to say,US,partner,basic
U01228,2022-06-29,43,F,JP,paid_search,premium
U01229,12/18/2024,35,F,DE,organic,premium
U01230,24-08-2023,24,M,MX,referral,standard
U01231,01-02-2024,41,M,UK,partner,basic
U01232,07-08-2023,38,F,US,organic,basic
U01233,2024-11-21,33,F,US,paid_social,standard
U01234,2023-03-05,48,F,US,paid_social,basic
U01235,09/08/2022,55,M,CA,paid_social,basic
U01236,04/24/2022,43,M,US,organic,basic
U01237,2023-05-09,67,F,US,organic,premium
U01238,03/25/2024,30,NB,US,paid_search,premium
U01239,2024-05-22,42,M,US,paid_social,standard
U01240,2022-09-20,37,F,US,referral,standard
U01241,2023-12-16,25,F,IN,paid_search,premium
U01242,2023-07-15,35,M,US,paid_social,basic
U01243,2023-04-23,20,M,US,paid_search,standard
U01244,2022-04-17,59,M,US,paid_search,premium
U01245,2024-01-14,63,F,US,partner,premium
U01246,2024-06-07,28,M,US,paid_search,standard
U01247,2023-05-15,28,F,US,paid_social,standard
U01248,2023-04-23,25,F,US,paid_social,premium
U01249,2022-10-10,67,M,CA,paid_search,basic
U01250,2022-01-24,24,F,MX,paid_search,basic
U01251,09/28/2022,51,Prefer not to say,MX,paid_search,premium
U01252,22-09-2024,37,M,MX,organic,premium
U01253,2024-08-06,44,M,AU,referral,basic
U01254,2023-05-01,43,M,US,referral,premium
U01255,"May 20, 2023",21,M,IN,paid_search,standard
U01256,02-01-2022,41,Prefer not to say,AU,paid_social,basic
U01257,2023-03-22,29,F,US,organic,basic
U01258,2024-10-23,39,F,US,paid_search,basic
U01259,"Sep 22, 2022",20,M,UK,organic,premium
U01260,2024-04-22,44,F,US,organic,standard
U01261,2024-07-09,19,F,US,organic,standard
U01262,29-06-2022,35,M,US,paid_social,premium
U01263,2023-10-29,28,F,US,partner,basic
U01264,2024-03-13,42,M,AU,partner,premium
U01265,27-06-2023,49,M,IN,paid_social,premium
U01266,17-12-2022,43,F,CA,paid_social,premium
U01267,"Sep 15, 2022",50,M,US,referral,premium
U01268,2022-03-13,29,M,AU,organic,basic
U01269,03/08/2023,52,Prefer not to say,US,paid_social,premium
U01270,2023-03-02,19,F,UK,referral,standard
U01271,2024-04-26,28,M,US,paid_social,basic
U01272,2023-03-31,21,M,DE,organic,basic
U01273,2022-11-07,49,M,UK,paid_search,premium
U01274,"Jan 05, 2023",65,M,US,referral,basic
U01275,2023-12-02,38,Prefer not to say,US,referral,premium
U01276,2023-09-07,56,F,AU,organic,basic
U01277,2023-01-29,32,M,US,organic,standard
U01278,2022-05-05,28,F,BR,organic,standard
U01279,2022-09-14,16,M,MX,organic,standard
U01280,"Jun 12, 2023",35,NB,IN,paid_search,premium
U01281,2022-05-04,20,M,UK,paid_search,basic
U01282,2022-01-11,52,F,US,paid_search,basic
U01283,2023-07-02,26,F,US,paid_social,premium
U01284,"Oct 10, 2024",24,M,US,referral,premium
U01285,"Jun 09, 2023",39,M,US,paid_search,premium
U01286,30-11-2023,58,F,US,referral,standard
U01287,2022-03-07,52,F,IN,paid_social,premium
U01288,03/23/2022,76,F,US,referral,basic
U01289,10/10/2022,29,M,BR,organic,premium
U01290,2022-11-24,43,F,US,referral,basic
U01291,"Jun 09, 2023",48,F,US,referral,standard
U01292,2022-10-15,30,M,MX,paid_search,premium
U01293,10/14/2024,40,M,DE,paid_search,premium
U01294,2023-11-14,34,F,UK,paid_search,basic
U01295,08/05/2022,35,F,US,organic,standard
U01296,2023-07-31,24,M,CA,paid_social,standard
U01297,2024-03-13,26,M,JP,paid_social,standard
U01298,2023-07-27,49,F,CA,organic,standard
U01299,"Feb 22, 2022",24,M,US,referral,premium
U01300,2022-03-20,24,M,US,organic,premium
U01301,2022-08-24,35,Prefer not to say,US,partner,basic
U01302,2023-11-04,43,F,UK,paid_social,basic
U01303,2022-10-11,16,M,CA,partner,premium
U01304,2023-08-05,28,M,JP,organic,standard
U01305,20-11-2024,45,F,UK,paid_social,basic
U01306,16-07-2022,44,M,US,organic,basic
U01307,2022-09-11,61,F,UK,paid_search,standard
U01308,"Sep 12, 2024",66,M,CA,paid_social,standard
U01309,2023-02-13,59,M,US,paid_search,basic
U01310,2022-12-14,28,M,DE,paid_search,standard
U01311,12/16/2022,46,M,US,referral,basic
U01312,01-06-2023,16,M,IN,organic,standard
U01313,"Oct 07, 2022",22,M,US,partner,standard
U01314,2023-02-24,51,M,US,organic,premium
U01315,2024-08-17,36,F,UK,paid_social,basic
U01316,2022-12-04,57,M,IN,organic,standard
U01317,2022-09-12,33,NB,CA,paid_social,basic
U01318,2024-04-11,36,F,US,paid_search,basic
U01319,2024-03-09,22,F,MX,organic,premium
U01320,2024-12-23,38,F,US,referral,standard
U01321,"May 16, 2023",35,M,IN,organic,premium
U01322,22-06-2022,53,F,UK,partner,basic
U01323,2024-05-05,26,M,BR,partner,premium
U01324,2022-09-01,45,F,UK,partner,standard
U01325,2022-02-13,61,Prefer not to say,DE,paid_social,standard
U01326,2024-07-15,19,M,CA,paid_social,standard
U01327,2024-11-18,23,F,BR,organic,basic
U01328,2023-07-11,30,F,US,paid_social,basic
U01329,"Jul 12, 2024",28,M,BR,partner,premium
U01330,25-02-2022,41,Prefer not to say,DE,paid_social,basic
U01331,2023-09-01,25,F,US,paid_social,premium
U01332,2024-12-29,16,F,IN,paid_search,premium
U01333,2023-03-03,65,F,MX,organic,basic
U01334,09/07/2024,22,F,UK,organic,basic
U01335,2022-04-11,31,F,US,referral,premium
U01336,"May 25, 2024",48,M,CA,organic,premium
U01337,2022-12-06,29,F,UK,paid_search,basic
U01338,2023-07-12,52,F,US,organic,premium
U01339,04-01-2023,36,M,US,organic,basic
U01340,30-12-2022,42,F,MX,organic,standard
U01341,10-05-2024,45,M,IN,paid_search,basic
U01342,02/14/2022,25,F,CA,paid_search,standard
U01343,01/02/2023,44,M,US,paid_search,premium
U01344,2024-06-20,40,M,BR,referral,premium
U01345,2024-07-29,13,M,US,paid_social,premium
U01346,02/05/2024,36,M,UK,paid_search,standard
U01347,2024-02-14,19,Prefer not to say,US,paid_search,standard
U01348,2023-05-08,52,F,US,organic,basic
U01349,2023-06-16,36,M,US,organic,standard
U01350,2024-05-31,55,F,MX,organic,standard
U01351,15-04-2023,27,F,JP,organic,basic
U01352,06/15/2023,45,F,US,organic,premium
U01353,"Feb 10, 2024",43,M,IN,organic,standard
U01354,07/20/2023,55,M,BR,partner,basic
U01355,2023-06-11,61,M,IN,paid_search,basic
U01356,02/20/2022,26,F,UK,paid_search,premium
U01357,2024-08-17,19,M,CA,paid_social,premium
U01358,24-12-2022,31,M,IN,organic,premium
U01359,2023-09-20,27,F,US,partner,premium
U01360,12/24/2023,52,F,IN,paid_social,premium
U01361,2024-07-03,38,M,CA,paid_search,premium
U01362,04-07-2022,34,M,IN,partner,premium
U01363,2022-11-12,15,F,BR,partner,premium
U01364,2022-04-14,27,F,JP,organic,standard
U01365,2023-01-19,53,M,UK,paid_search,premium
U01366,2022-12-08,47,M,CA,referral,basic
U01367,05-12-2022,49,M,UK,partner,standard
U01368,2023-02-17,52,M,US,partner,premium
U01369,2023-12-20,23,M,US,organic,premium
U01370,2024-11-03,22,F,AU,paid_search,standard
U01371,2024-08-20,52,F,US,referral,premium
U01372,29-01-2023,64,F,IN,paid_search,standard
U01373,2022-09-28,24,F,US,organic,standard
U01374,05/29/2024,21,F,US,referral,premium
U01375,2023-08-16,17,M,DE,paid_social,standard
U01376,12-05-2023,29,M,MX,paid_search,standard
U01377,"Mar 26, 2022",14,F,MX,referral,standard
U01378,2023-03-31,50,M,IN,paid_social,standard
U01379,2023-03-09,24,F,UK,paid_social,basic
U01380,2023-10-26,16,F,MX,organic,standard
U01381,"Oct 16, 2024",23,F,MX,paid_social,premium
U01382,2023-04-05,26,M,UK,organic,premium
U01383,09-12-2022,49,M,US,paid_search,standard
U01384,"Jul 11, 2024",31,F,US,partner,basic
U01385,2023-05-21,53,M,DE,paid_social,standard
U01386,2024-11-23,49,Prefer not to say,US,organic,standard
U01387,24-07-2024,58,M,US,paid_social,basic
U01388,2023-10-09,250,M,UK,organic,basic
U01389,2024-03-04,36,M,CA,organic,premium
U01390,15-01-2024,32,M,US,partner,standard
U01391,2023-06-16,33,M,AU,organic,basic
U01392,"Mar 13, 2022",36,F,US,paid_search,premium
U01393,2023-10-06,57,F,US,organic,premium
U01394,2024-07-30,48,F,US,paid_search,basic
U01395,2023-10-10,34,M,US,paid_search,premium
U01396,2024-03-29,34,F,US,referral,standard
U01397,2024-04-19,43,M,DE,referral,premium
U01398,2022-01-10,64,M,BR,paid_search,basic
U01399,2022-12-18,18,F,US,paid_search,premium
U01400,08/23/2022,21,M,US,organic,premium
U01401,2022-03-12,46,Prefer not to say,DE,organic,basic
U01402,2023-12-21,55,M,CA,referral,standard
U01403,2024-05-28,47,F,US,paid_search,basic
U01404,13-04-2023,40,M,UK,organic,premium
U01405,2023-06-10,22,M,US,paid_search,standard
U01406,2022-08-28,32,M,US,paid_social,basic
U01407,2024-05-31,19,NB,AU,organic,premium
U01408,08-12-2023,47,F,US,organic,premium
U01409,2023-04-11,199,M,DE,organic,basic
U01410,01-04-2023,19,M,BR,paid_social,premium
U01411,25-08-2023,21,Prefer not to say,AU,organic,standard
U01412,2024-10-07,19,F,US,organic,premium
U01413,2023-06-18,30,M,US,organic,basic
U01414,2023-05-22,46,M,JP,organic,standard
U01415,2024-02-27,21,NB,FR,paid_social,premium
U01416,2022-06-06,21,F,JP,organic,basic
U01417,02/14/2022,24,F,CA,organic,premium
U01418,2023-02-18,19,F,DE,organic,premium
U01419,"Aug 05, 2022",43,M,JP,paid_social,basic
U01420,2022-11-30,24,F,CA,paid_social,basic
U01421,2024-05-06,38,F,UK,referral,basic
U01422,30-07-2024,13,M,AU,paid_search,basic
U01423,2022-05-31,37,M,BR,organic,standard
U01424,05/03/2023,36,M,IN,partner,basic
U01425,05-05-2024,25,M,US,paid_social,premium
U01426,2022-02-09,13,M,UK,organic,basic
U01427,26-08-2022,48,F,CA,organic,basic
U01428,"Sep 23, 2024",24,M,US,referral,standard
U01429,"May 23, 2024",50,M,US,paid_search,standard
U01430,2024-12-02,71,F,FR,organic,standard
U01431,2024-02-26,24,M,US,organic,premium
U01432,27-07-2023,40,F,AU,referral,basic
U01433,2024-11-27,24,F,US,paid_social,basic
U01434,2023-03-27,35,M,US,referral,basic
U01435,"Jun 16, 2023",45,M,JP,organic,basic
U01436,2023-04-09,38,F,MX,paid_social,basic
U01437,04-10-2022,43,F,US,referral,basic
U01438,27-01-2022,30,M,US,referral,standard
U01439,18-01-2022,46,M,FR,paid_social,standard
U01440,2023-11-15,25,F,AU,paid_search,premium
U01441,2022-07-31,20,F,US,referral,premium
U01442,2024-11-05,30,M,US,paid_search,standard
U01443,2022-07-13,25,F,IN,paid_search,premium
U01444,"Feb 07, 2024",31,M,CA,organic,basic
U01445,2024-11-14,23,F,FR,partner,standard
U01446,"Aug 03, 2024",39,M,CA,organic,premium
U01447,"Jul 01, 2023",44,M,US,partner,standard
U01448,2023-01-29,38,Prefer not to say,US,organic,basic
U01449,10/20/2022,66,M,US,referral,standard
U01450,2022-10-24,28,F,BR,partner,premium
U01451,15-06-2022,42,F,IN,organic,basic
U01452,2023-11-21,53,M,AU,organic,basic
U01453,2023-09-17,28,F,US,referral,standard
U01454,02/12/2024,26,F,US,paid_social,standard
U01455,2024-11-30,64,F,US,paid_social,standard
U01456,04/10/2022,20,F,FR,paid_search,standard
U01457,2022-12-26,15,F,US,organic,premium
U01458,18-03-2022,28,F,US,organic,premium
U01459,2024-10-19,56,M,FR,paid_social,premium
U01460,2022-02-04,34,M,US,partner,basic
U01461,03-08-2024,33,F,AU,paid_search,basic
U01462,2023-10-15,32,Prefer not to say,CA,paid_social,basic
U01463,2022-08-01,23,M,US,referral,standard
U01464,04/23/2024,22,F,BR,organic,basic
U01465,2022-11-08,63,M,US,partner,premium
U01466,2022-02-09,30,F,US,organic,basic
U01467,2023-08-25,27,F,UK,organic,standard
U01468,2024-08-07,27,F,IN,organic,standard
U01469,2023-04-10,19,M,BR,organic,basic
U01470,04-04-2024,17,M,UK,organic,premium
U01471,2022-08-29,58,M,US,referral,standard
U01472,2022-05-22,23,F,US,organic,premium
U01473,11/07/2022,32,M,US,referral,standard
U01474,"Nov 14, 2024",26,M,US,paid_search,standard
U01475,2023-11-01,32,M,FR,organic,basic
U01476,2024-11-19,47,NB,UK,organic,premium
U01477,2023-10-25,25,F,US,paid_social,standard
U01478,"Sep 11, 2023",29,M,BR,paid_search,premium
U01479,2023-08-26,21,M,US,paid_social,premium
U01480,2024-10-29,25,F,AU,paid_search,standard
U01481,2023-01-01,50,M,CA,partner,premium
U01482,2023-02-17,39,F,CA,paid_search,basic
U01483,2023-08-20,25,F,CA,referral,premium
U01484,2022-11-20,32,F,AU,paid_search,basic
U01485,02/14/2024,35,M,DE,organic,basic
U01486,2022-02-13,24,M,UK,organic,standard
U01487,17-09-2023,30,F,FR,paid_search,basic
U01488,06-03-2023,17,M,IN,referral,premium
U01489,2023-07-14,38,F,CA,organic,standard
U01490,"Apr 22, 2023",28,M,FR,organic,standard
U01491,2024-09-29,63,M,FR,organic,standard
U01492,2022-03-27,60,M,CA,partner,premium
U01493,2023-04-23,36,M,CA,organic,basic
U01494,2024-06-03,25,F,UK,paid_social,premium
U01495,27-01-2023,24,F,US,paid_search,standard
U01496,2022-05-21,20,M,US,paid_search,premium
U01497,01/05/2022,25,F,US,organic,basic
U01498,2023-01-29,30,F,AU,organic,basic
U01499,2023-06-30,60,Prefer not to say,US,organic,premium
U01500,03-06-2024,43,M,US,referral,basic
