sub_id,user_id,Plan,Price ($/mo),Start,End,Payment Method,Canceled
S000251,U00176,premium,17.99,2023-05-07,2023-08-24,credit_card,yes
S001332,U00962,basic,8.99,05/14/2023,,apple_pay,0
S001574,U01142,premium,17.99,2024-10-12,31-03-2025,paypal,0
S000672,U00489,standard,13.99,2023-01-31,,credit_card,N
S001097,U00791,basic,8.99,2024-10-05,,google_pay,0
S000509,U00372,premium,17.99,09/07/2022,,apple_pay,false
S000214,U00147,standard,13.99,2025-01-11,,google_pay,0
S000040,U00028,basic,8.99,04/29/2023,"Mar 17, 2024",paypal,FALSE
S000090,U00061,basic,8.99,2024-06-02,22-07-2024,paypal,true
S001353,U00974,premium,17.99,2023-04-06,,apple_pay,FALSE
S001617,U01171,basic,8.99,29-01-2024,,paypal,0
S000933,U00668,basic,8.99,"Mar 11, 2025",,credit_card,0
S000863,U00619,standard,13.99,2024-08-21,2024-12-21,apple_pay,TRUE
S000819,U00591,premium,17.99,2023-12-31,"Jun 26, 2024",credit_card,false
S000630,U00461,standard,13.99,2024-06-20,03/31/2025,paypal,no
S000262,U00187,premium,17.99,2023-06-03,2023-07-31,credit_card,yes
S001302,U00942,basic,8.99,29-08-2022,"Dec 01, 2022",paypal,yes
S000154,U00104,premium,17.99,2024-09-14,2024-11-22,apple_pay,1
S000757,U00551,basic,8.99,2022-03-01,,apple_pay,no
S000101,U00067,basic,8.99,2023-09-30,,apple_pay,no
S000971,U00696,premium,17.99,2023-06-08,,paypal,0
S001516,U01101,basic,8.99,2023-06-28,2024-07-19,credit_card,true
S001138,U00821,premium,17.99,05/30/2023,,paypal,N
S000069,U00048,premium,17.99,2024-02-09,,google_pay,N
S000992,U00711,standard,13.99,2024-06-16,31-03-2025,apple_pay,N
S001375,U00991,premium,17.99,2023-05-02,19-07-2023,paypal,1
S001450,U01049,standard,13.99,2022-04-22,2022-07-26,credit_card,TRUE
S001170,U00847,basic,8.99,2024-05-09,,paypal,0
S000047,U00032,standard,13.99,2024-08-02,,apple_pay,N
S000405,U00291,premium,17.99,2022-10-11,,apple_pay,no
S000867,U00622,basic,8.99,2024-01-16,,credit_card,0
S000853,U00612,basic,8.99,26-10-2024,,google_pay,false
S001611,U01167,premium,17.99,"Oct 19, 2024",,paypal,0
S001678,U01219,basic,8.99,2024-12-13,,credit_card,N
S002015,U01458,premium,17.99,2023-12-01,,paypal,N
S000302,U00216,premium,17.99,"Mar 04, 2022",15-11-2022,paypal,FALSE
S001660,U01206,basic,8.99,2024-03-18,07/29/2024,apple_pay,0
S000297,U00214,basic,8.99,03/08/2022,2022-05-18,credit_card,0
S001919,U01385,standard,13.99,21-05-2023,,credit_card,false
S000846,U00608,basic,8.99,07/17/2022,,apple_pay,N
S000852,U00612,basic,8.99,11-01-2024,2024-10-07,google_pay,0
S000841,U00605,standard,13.99,12/08/2024,,paypal,FALSE
S000929,U00666,standard,13.99,2024-01-13,,apple_pay,FALSE
S000412,U00295,premium,17.99,2024-08-24,01/07/2025,apple_pay,Y
S002055,U01487,premium,17.99,2024-06-07,2024-12-29,apple_pay,1
S000488,U00354,premium,17.99,08-06-2023,,paypal,no
S000495,U00360,standard,13.99,2024-12-26,"Mar 26, 2025",apple_pay,Y
S001063,U00767,standard,13.99,04/07/2022,,paypal,no
S000743,U00540,basic,8.99,2022-04-06,,credit_card,N
S001670,U01214,basic,8.99,28-06-2022,29-07-2023,apple_pay,false
S000874,U00628,standard,13.99,07/05/2023,"Nov 16, 2023",credit_card,N
S002060,U01490,premium,17.99,2024-04-26,2025-02-15,apple_pay,0
S001570,U01138,premium,17.99,2023-06-01,,credit_card,FALSE
S000288,U00208,standard,13.99,2023-03-15,,credit_card,false
S001112,U00802,premium,17.99,2024-03-22,2025-02-05,paypal,N
S001631,U01182,premium,17.99,05/27/2022,,google_pay,0
S000166,U00113,basic,8.99,2024-02-12,,credit_card,0
S000029,U00020,standard,13.99,03/23/2022,14-09-2022,apple_pay,FALSE
S001376,U00992,standard,13.99,"Nov 01, 2023",,apple_pay,FALSE
S000513,U00374,basic,8.99,"Dec 09, 2022",,credit_card,FALSE
S000881,U00632,premium,17.99,10-08-2024,"Oct 15, 2024",google_pay,TRUE
S000177,U00119,basic,8.99,2024-12-18,2025-02-18,paypal,no
S000376,U00272,basic,8.99,2022-05-05,,credit_card,false
S000986,U00706,standard,13.99,02-09-2024,,google_pay,0
S002045,U01481,premium,17.99,28-05-2023,,apple_pay,false
S001917,U01383,standard,13.99,09-12-2022,2023-05-31,paypal,Y
S000973,U00697,basic,8.99,2024-07-22,2025-03-01,paypal,N
S001271,U00918,basic,8.99,2023-08-01,,credit_card,false
S000196,U00134,premium,17.99,2024-07-30,2025-03-31,google_pay,no
S001627,U01180,basic,8.99,06/04/2024,"Oct 03, 2024",google_pay,false
S001655,U01202,standard,13.99,2023-01-15,,paypal,no
S001132,U00817,basic,8.99,10/13/2023,,credit_card,FALSE
S001656,U01203,standard,13.99,23-06-2024,,paypal,FALSE
S000207,U00143,standard,13.99,06/30/2024,2024-09-21,apple_pay,FALSE
S000960,U00688,standard,13.99,2022-05-30,,google_pay,false
S000014,U00008,standard,13.99,2023-07-26,,google_pay,N
S000910,U00654,premium,17.99,2024-06-11,2024-10-03,paypal,0
S001924,U01390,standard,13.99,2024-01-15,,apple_pay,FALSE
S001694,U01230,standard,13.99,08-08-2024,,google_pay,0
S001994,U01445,standard,13.99,2024-11-14,2025-01-31,credit_card,yes
S001174,U00851,basic,8.99,08/15/2022,,paypal,no
S001300,U00940,standard,13.99,2022-08-03,,google_pay,no
S001953,U01410,premium,17.99,2024-03-22,,credit_card,no
S001980,U01434,basic,8.99,2023-03-27,12-12-2023,google_pay,0
S001970,U01425,premium,17.99,2024-05-05,2025-02-05,google_pay,N
S000784,U00569,standard,13.99,2022-08-29,2023-02-02,paypal,TRUE
S001671,U01214,basic,8.99,08/14/2023,2024-07-12,apple_pay,FALSE
S000815,U00589,standard,13.99,2023-04-18,2023-08-27,paypal,N
S000838,U00603,basic,8.99,2024-12-27,,credit_card,N
S000131,U00085,premium,17.99,2024-03-29,,paypal,N
S001504,U01091,basic,8.99,2022-11-27,,google_pay,FALSE
S001821,U01312,basic,8.99,2024-05-12,2025-03-12,paypal,0
S001432,U01036,premium,17.99,2025-01-01,"Feb 05, 2025",google_pay,true
S001136,U00820,premium,17.99,2023-04-24,2024-01-01,credit_card,N
S001563,U01133,basic,8.99,30-07-2024,2025-03-31,paypal,FALSE
S000286,U00206,premium,17.99,2022-10-21,,apple_pay,0
S000591,U00429,basic,8.99,2022-05-10,,google_pay,N
S000919,U00660,basic,8.99,2023-05-07,2024-02-04,credit_card,N
S001150,U00831,premium,17.99,2024-03-12,,paypal,0
S000861,U00618,standard,13.99,12/11/2022,,credit_card,N
S001216,U00877,basic,8.99,30-12-2022,,paypal,no
S000152,U00103,premium,17.99,08/09/2024,2025-03-29,apple_pay,FALSE
S001882,U01356,premium,17.99,2022-02-20,,credit_card,0
S000337,U00240,standard,13.99,2024-02-21,,paypal,0
S000659,U00481,premium,17.99,2024-01-02,09/06/2024,credit_card,N
S001008,U00725,standard,13.99,04/11/2023,"Nov 12, 2023",google_pay,no
S000007,U00003,basic,8.99,"Jul 21, 2024",,apple_pay,0
S000194,U00132,basic,8.99,"Aug 27, 2024",2025-03-31,credit_card,no
S000244,U00170,premium,17.99,2022-01-06,,google_pay,FALSE
S001786,U01289,premium,17.99,2022-10-10,,credit_card,FALSE
S001554,U01129,basic,8.99,2023-07-17,2024-02-20,google_pay,0
S000264,U00189,premium,17.99,07-10-2024,2025-03-31,credit_card,no
S000213,U00147,standard,13.99,2024-04-29,2025-01-09,google_pay,FALSE
S000391,U00283,basic,8.99,04-10-2024,"Mar 27, 2025",apple_pay,no
S000612,U00446,basic,8.99,2024-05-10,,paypal,0
S000004,U00002,basic,8.99,2022-03-31,06/06/2022,paypal,N
S000781,U00568,basic,8.99,2023-12-12,2024-08-21,credit_card,0
S001654,U01201,standard,13.99,2023-05-10,,credit_card,no
S000711,U00517,standard,13.99,04-02-2024,,apple_pay,FALSE
S001686,U01224,premium,17.99,01/25/2024,2024-11-15,credit_card,Y
S000945,U00678,premium,17.99,11-09-2022,2023-10-09,credit_card,0
S001427,U01032,premium,17.99,27-05-2024,2024-08-15,paypal,yes
S000332,U00236,standard,13.99,2023-09-25,2025-01-15,credit_card,TRUE
S001854,U01335,standard,13.99,2023-04-10,,credit_card,false
S000479,U00348,standard,13.99,11/05/2023,2024-10-20,apple_pay,false
S000691,U00503,standard,13.99,2023-10-17,,google_pay,false
S001441,U01044,standard,13.99,2024-03-11,2025-02-09,google_pay,no
S001426,U01031,premium,17.99,2022-05-19,2022-09-12,apple_pay,1
S000303,U00216,basic,8.99,2022-11-30,,paypal,FALSE
S002017,U01460,basic,8.99,2022-02-04,,paypal,N
S000697,U00507,basic,8.99,21-10-2023,2024-01-23,google_pay,FALSE
S000680,U00496,standard,13.99,2022-02-17,"Aug 28, 2022",google_pay,0
S001492,U01082,standard,13.99,2024-04-19,2025-03-31,paypal,N
S001583,U01148,basic,8.99,2023-12-21,"Apr 24, 2024",credit_card,true
S001140,U00823,premium,17.99,2022-05-09,,credit_card,0
S000790,U00573,basic,8.99,"Jun 22, 2022",2023-03-30,paypal,FALSE
S001785,U01288,basic,8.99,2022-03-23,,paypal,0
S001863,U01341,basic,8.99,"May 10, 2024",,paypal,0
S001397,U01008,basic,8.99,2023-09-09,16-12-2023,apple_pay,true
S002058,U01489,standard,13.99,07/14/2023,,paypal,FALSE
S000587,U00426,standard,13.99,2023-08-13,2024-11-09,apple_pay,true
S001813,U01306,standard,13.99,2024-02-29,,paypal,N
S000731,U00532,basic,8.99,23-07-2022,,paypal,FALSE
S000254,U00179,basic,8.99,2023-09-17,2023-11-02,credit_card,1
S000039,U00027,premium,17.99,2023-01-23,09/05/2023,google_pay,1
S001581,U01147,basic,8.99,16-02-2024,16-02-2025,apple_pay,no
S001562,U01133,basic,8.99,05/05/2024,11-07-2024,paypal,0
S000718,U00523,premium,17.99,2024-12-18,2025-03-31,apple_pay,false
S000322,U00229,premium,17.99,2023-11-05,2024-01-20,credit_card,no
S000786,U00571,premium,17.99,2024-10-09,29-03-2025,credit_card,yes
S001061,U00765,basic,8.99,12-03-2022,,paypal,false
S000200,U00138,basic,8.99,09/04/2023,,google_pay,false
S000270,U00194,premium,17.99,2024-02-19,15-11-2024,google_pay,false
S001483,U01077,basic,8.99,2022-06-15,2023-02-14,google_pay,0
S001188,U00860,basic,8.99,2024-03-25,,credit_card,FALSE
S001858,U01338,premium,17.99,2023-10-21,,google_pay,no
S001647,U01195,premium,17.99,02-12-2022,,paypal,N
S001389,U01002,standard,13.99,24-01-2024,28-09-2024,google_pay,FALSE
S000378,U00274,basic,8.99,2024-02-10,,apple_pay,FALSE
S001070,U00772,standard,13.99,2023-02-08,2023-06-28,paypal,no
S000399,U00287,premium,17.99,2025-03-27,,paypal,no
S000596,U00434,premium,17.99,2023-06-18,2023-08-24,apple_pay,false
S000605,U00441,basic,8.99,2024-07-14,2024-09-27,credit_card,false
S002032,U01472,premium,17.99,2022-05-22,,google_pay,FALSE
S000497,U00362,standard,13.99,2024-04-06,,credit_card,N
S001777,U01283,basic,8.99,2024-06-26,,apple_pay,false
S001238,U00891,standard,13.99,2024-11-20,"Feb 23, 2025",google_pay,yes
S002049,U01483,premium,17.99,2023-08-20,,credit_card,N
S001983,U01435,basic,8.99,"Jun 16, 2023",,paypal,false
S000990,U00709,standard,13.99,2022-09-23,,google_pay,FALSE
S001626,U01179,basic,8.99,"Apr 19, 2023",14-06-2023,credit_card,TRUE
S000388,U00281,basic,8.99,2023-04-22,2024-03-24,paypal,FALSE
S001576,U01143,standard,13.99,12/19/2024,,google_pay,N
S001003,U00721,standard,13.99,11/06/2024,,credit_card,0
S000543,U00392,standard,13.99,2024-02-24,,google_pay,FALSE
S000660,U00481,standard,13.99,2024-09-10,03/31/2025,credit_card,FALSE
S001137,U00820,standard,13.99,"Jan 08, 2024",2024-02-09,credit_card,yes
S000110,U00073,basic,8.99,2023-12-01,2024-10-17,apple_pay,false
S000026,U00017,standard,13.99,2022-09-28,"Apr 16, 2023",credit_card,1
S000888,U00638,standard,13.99,"Jan 08, 2023",,credit_card,no
S001343,U00969,premium,17.99,2023-10-23,2024-06-30,credit_card,FALSE
S001845,U01330,basic,8.99,02/25/2022,,google_pay,0
S001296,U00937,standard,13.99,"Apr 26, 2024",2024-11-12,google_pay,1
S000480,U00348,standard,13.99,"Nov 11, 2024",2025-03-03,apple_pay,true
S000421,U00303,basic,8.99,2024-07-20,2025-03-31,credit_card,FALSE
S001883,U01357,premium,17.99,2024-08-17,2025-02-24,google_pay,FALSE
S000492,U00358,basic,8.99,2023-05-18,,paypal,N
S001439,U01042,standard,13.99,2023-08-26,,credit_card,no
S000456,U00330,premium,17.99,09/05/2022,2023-04-04,paypal,TRUE
S000514,U00375,basic,8.99,2022-03-21,01/17/2023,paypal,false
S000658,U00480,basic,8.99,2023-04-04,,google_pay,no
S001751,U01267,premium,17.99,2022-09-15,2022-10-17,credit_card,1
S002011,U01456,standard,13.99,2022-04-10,2023-08-18,credit_card,TRUE
S000503,U00366,basic,8.99,2024-01-03,,apple_pay,N
S000092,U00062,basic,8.99,08-10-2023,,apple_pay,N
S001042,U00751,basic,8.99,2024-09-30,03/31/2025,paypal,no
S001345,U00969,basic,8.99,"Feb 18, 2025",,credit_card,0
S001054,U00758,premium,17.99,05/08/2023,,apple_pay,false
S001989,U01440,premium,17.99,2024-10-01,,apple_pay,no
S000635,U00463,basic,8.99,02/11/2023,,apple_pay,0
S001408,U01017,standard,13.99,2023-06-04,,apple_pay,N
S000880,U00631,basic,8.99,2024-01-22,,paypal,no
S001022,U00734,standard,13.99,2024-06-28,,google_pay,N
S001385,U01000,basic,8.99,2022-06-06,2023-03-23,paypal,FALSE
S001658,U01205,premium,17.99,2023-07-29,27-03-2024,credit_card,FALSE
S000320,U00228,premium,17.99,2024-11-28,,paypal,FALSE
S000447,U00325,standard,13.99,"Oct 04, 2022",2023-04-16,apple_pay,no
S000897,U00645,standard,13.99,10/26/2024,,paypal,0
S001973,U01427,basic,8.99,2022-08-26,,paypal,FALSE
S001916,U01382,premium,17.99,2023-04-05,,apple_pay,0
S000758,U00552,standard,13.99,2024-09-05,,paypal,no
S001892,U01364,standard,13.99,03/26/2023,,credit_card,false
S001596,U01158,premium,17.99,"Aug 08, 2022",,paypal,no
S000056,U00040,basic,8.99,2024-01-25,2025-01-25,apple_pay,N
S000446,U00324,basic,8.99,11/29/2023,,apple_pay,no
S000400,U00288,standard,13.99,2022-04-27,2023-01-06,apple_pay,FALSE
S001201,U00867,standard,13.99,2022-12-15,2023-03-09,paypal,no
S000134,U00088,standard,13.99,2022-11-11,,credit_card,N
S000147,U00099,standard,13.99,"Sep 07, 2023",,paypal,FALSE
S001834,U01320,standard,13.99,2024-12-23,06-03-2025,google_pay,Y
S001639,U01188,standard,13.99,2023-03-21,,credit_card,false
S001219,U00879,premium,17.99,2022-04-17,2023-04-18,google_pay,yes
S001055,U00759,standard,13.99,2023-03-06,,apple_pay,no
S001222,U00882,premium,17.99,2023-12-31,05/22/2024,credit_card,0
S000395,U00286,standard,13.99,13-06-2023,2023-12-11,apple_pay,no
S000712,U00518,premium,17.99,2024-10-12,20-12-2024,credit_card,true
S001084,U00780,basic,8.99,2022-07-31,,paypal,N
S001862,U01340,standard,13.99,2025-02-17,,apple_pay,N
S001257,U00908,standard,13.99,2022-08-23,,credit_card,N
S000563,U00408,premium,17.99,"May 01, 2023","Nov 16, 2023",apple_pay,1
S000580,U00421,standard,13.99,2024-07-04,,credit_card,N
S001648,U01196,standard,13.99,2023-02-04,"Jun 22, 2023",credit_card,yes
S002052,U01485,basic,8.99,2024-11-04,,google_pay,no
S001833,U01319,premium,17.99,"Mar 06, 2025",,paypal,N
S000201,U00139,standard,13.99,2023-06-11,,apple_pay,no
S000419,U00301,standard,13.99,"Mar 17, 2024",,apple_pay,FALSE
S000141,U00093,premium,17.99,2023-03-15,,google_pay,false
S001803,U01302,basic,8.99,2023-11-04,2024-01-14,credit_card,false
S001618,U01172,premium,17.99,2024-03-01,2025-01-08,google_pay,true
S001769,U01278,basic,8.99,2022-10-20,,google_pay,no
S000736,U00535,premium,17.99,2023-11-19,,paypal,no
S001546,U01123,premium,17.99,2023-05-06,,google_pay,0
S000215,U00148,basic,8.99,2022-04-27,07/27/2022,apple_pay,N
S000494,U00360,standard,13.99,2024-09-09,12/03/2024,apple_pay,N
S001931,U01395,premium,17.99,2023-10-10,2024-11-01,credit_card,no
S000917,U00659,basic,8.99,2024-07-08,2024-11-24,apple_pay,FALSE
S000176,U00118,basic,8.99,01/29/2025,2025-03-03,credit_card,yes
S001760,U01274,basic,8.99,05-01-2023,2023-08-17,apple_pay,false
S001877,U01352,premium,17.99,2023-06-15,2024-02-16,paypal,FALSE
S000826,U00595,premium,17.99,2023-02-26,,paypal,no
S001287,U00930,premium,17.99,01-11-2023,2024-05-09,apple_pay,Y
S000813,U00588,premium,17.99,01/22/2023,2023-05-22,google_pay,0
S000946,U00678,standard,13.99,2023-10-19,,credit_card,FALSE
S000113,U00074,standard,13.99,"Apr 11, 2024",2024-07-27,google_pay,N
S000530,U00386,standard,13.99,09/27/2024,,apple_pay,false
S000766,U00558,standard,13.99,2022-05-12,,apple_pay,false
S001305,U00945,premium,17.99,2023-11-05,2024-09-26,apple_pay,N
S001969,U01424,basic,8.99,2023-05-03,2023-10-30,apple_pay,true
S000030,U00020,standard,13.99,09-10-2022,,apple_pay,0
S000183,U00123,standard,13.99,2024-07-02,,google_pay,no
S000791,U00573,basic,8.99,2023-04-19,,paypal,FALSE
S001840,U01325,standard,13.99,2023-02-05,,credit_card,N
S001184,U00857,standard,13.99,2023-02-01,,apple_pay,false
S000575,U00416,standard,13.99,13-09-2022,2023-04-28,apple_pay,yes
S001290,U00932,basic,8.99,2024-06-20,13-02-2025,paypal,0
S000811,U00587,premium,17.99,13-12-2023,,apple_pay,FALSE
S001947,U01406,basic,8.99,08/28/2022,08/23/2023,credit_card,0
S001710,U01239,standard,13.99,2024-05-22,2024-11-18,paypal,N
S001200,U00866,standard,13.99,2024-08-02,,paypal,no
S000124,U00080,premium,17.99,2022-02-11,,apple_pay,N
S001036,U00745,basic,8.99,09/23/2024,03/31/2025,google_pay,FALSE
S001746,U01263,basic,8.99,2023-10-29,,google_pay,N
S000290,U00210,premium,17.99,2024-02-20,06-04-2024,credit_card,true
S002019,U01462,basic,8.99,2023-10-15,,paypal,no
S000278,U00198,standard,13.99,2024-04-06,,credit_card,no
S001386,U01000,basic,8.99,2023-04-15,,paypal,N
S001900,U01371,premium,17.99,20-08-2024,2025-03-31,google_pay,no
S000472,U00342,standard,13.99,2023-12-08,2024-01-09,google_pay,TRUE
S000170,U00115,basic,8.99,2022-11-24,,paypal,N
S000031,U00021,premium,17.99,2023-01-03,2023-09-05,apple_pay,FALSE
S001031,U00741,premium,17.99,02-04-2022,,paypal,N
S000975,U00698,standard,13.99,12-07-2024,,credit_card,0
S000982,U00703,basic,8.99,2022-07-15,,paypal,0
S000868,U00623,basic,8.99,04-11-2023,,google_pay,N
S001392,U01004,basic,8.99,"Jul 15, 2024",26-01-2025,apple_pay,FALSE
S001334,U00964,premium,17.99,2022-03-09,2022-09-07,apple_pay,no
S000795,U00576,standard,13.99,2022-02-21,,google_pay,false
S000125,U00081,standard,13.99,2022-04-27,"Aug 06, 2022",google_pay,no
S000380,U00275,basic,8.99,2022-10-12,2024-04-09,credit_card,yes
S000235,U00164,premium,17.99,2023-04-15,,paypal,FALSE
S000463,U00335,standard,13.99,2022-04-17,,paypal,no
S001149,U00830,standard,13.99,2022-10-11,,apple_pay,no
S000384,U00278,premium,17.99,21-08-2024,,google_pay,N
S001449,U01048,premium,17.99,29-06-2023,,credit_card,FALSE
S000347,U00249,standard,13.99,2023-06-08,,credit_card,false
S001624,U01177,standard,13.99,"May 30, 2023",,paypal,false
S000050,U00034,basic,8.99,30-06-2024,31-03-2025,credit_card,N
S000024,U00015,standard,13.99,01/11/2024,,apple_pay,N
S001139,U00822,premium,17.99,06/22/2024,,google_pay,false
S002048,U01482,standard,13.99,10-11-2023,23-12-2023,paypal,yes
S001415,U01022,premium,17.99,2022-07-07,,credit_card,no
S000679,U00495,premium,17.99,04/03/2023,,apple_pay,FALSE
S001019,U00733,premium,17.99,2022-08-25,"Mar 20, 2023",apple_pay,false
S001829,U01316,standard,13.99,2023-11-12,,credit_card,0
S000295,U00213,standard,13.99,2023-01-04,29-11-2023,apple_pay,no
S000315,U00225,premium,17.99,08/07/2022,20-04-2023,apple_pay,0
S001273,U00920,standard,13.99,12/20/2023,,google_pay,FALSE
S000114,U00074,standard,13.99,2024-08-23,"Feb 09, 2025",google_pay,TRUE
S000915,U00657,premium,17.99,2022-05-03,,credit_card,N
S000746,U00542,standard,13.99,13-04-2022,,paypal,0
S000487,U00353,premium,17.99,2023-07-24,,apple_pay,0
S001826,U01314,premium,17.99,10/13/2024,2025-01-23,google_pay,true
S000414,U00297,premium,17.99,2024-04-01,2024-07-27,apple_pay,0
S000191,U00129,basic,8.99,05/04/2023,,apple_pay,FALSE
S001865,U01343,premium,17.99,2023-01-02,"Jun 26, 2023",apple_pay,TRUE
S002067,U01495,standard,13.99,01/27/2023,,apple_pay,FALSE
S001373,U00989,standard,13.99,2024-10-08,,credit_card,no
S001308,U00947,premium,17.99,09/25/2022,,google_pay,no
S000558,U00404,standard,13.99,2022-02-28,28-06-2022,credit_card,no
S002071,U01498,basic,8.99,2023-01-29,2023-05-27,google_pay,FALSE
S001545,U01122,basic,8.99,2023-08-28,2024-06-04,apple_pay,1
S002009,U01454,standard,13.99,2024-02-12,,paypal,FALSE
S001381,U00997,standard,13.99,"May 29, 2023",2024-05-21,apple_pay,N
S000788,U00572,premium,17.99,13-08-2024,2025-01-13,google_pay,FALSE
S000934,U00669,basic,8.99,2022-01-03,,credit_card,no
S000613,U00447,basic,8.99,30-07-2023,2024-08-23,google_pay,TRUE
S001066,U00769,premium,17.99,2022-10-13,,apple_pay,false
S001888,U01361,premium,17.99,2024-07-03,2024-12-07,credit_card,true
S001228,U00885,basic,8.99,"Dec 25, 2022",2023-12-19,google_pay,N
S000922,U00661,basic,8.99,29-08-2022,09/16/2023,apple_pay,0
S001249,U00900,basic,8.99,04/07/2023,,google_pay,false
S001280,U00926,standard,13.99,"May 11, 2024",,paypal,N
S001965,U01421,basic,8.99,2024-05-06,10/26/2024,credit_card,FALSE
S001839,U01325,standard,13.99,2022-02-13,2023-01-15,credit_card,no
S000944,U00677,standard,13.99,09/23/2024,,credit_card,0
S001317,U00953,premium,17.99,15-12-2023,2024-09-04,google_pay,N
S000737,U00536,standard,13.99,"Oct 22, 2024","Jan 07, 2025",google_pay,FALSE
S000074,U00051,basic,8.99,2023-06-19,,google_pay,no
S001169,U00846,basic,8.99,02/28/2023,2024-02-17,paypal,Y
S001923,U01389,premium,17.99,04-03-2024,06-05-2024,apple_pay,1
S000331,U00236,standard,13.99,04/05/2023,30-08-2023,credit_card,no
S001240,U00892,premium,17.99,19-09-2023,,credit_card,false
S000048,U00033,premium,17.99,2023-07-30,2024-06-18,credit_card,N
S000072,U00050,premium,17.99,24-06-2022,2022-11-05,credit_card,false
S000590,U00428,basic,8.99,"Jan 09, 2023",,paypal,FALSE
S001972,U01426,basic,8.99,2022-02-09,,google_pay,N
S001215,U00876,basic,8.99,2023-05-23,,apple_pay,N
S002005,U01452,standard,13.99,2024-06-12,2024-10-02,paypal,N
S000963,U00691,basic,8.99,06/09/2022,,paypal,FALSE
S002061,U01490,basic,8.99,2025-02-18,,apple_pay,N
S001555,U01129,basic,8.99,2024-02-29,,google_pay,false
S000521,U00378,premium,17.99,"Dec 25, 2022",2023-09-22,apple_pay,1
S001256,U00907,basic,8.99,16-09-2022,,google_pay,no
S001491,U01081,basic,8.99,02/02/2025,,credit_card,0
S000631,U00462,standard,13.99,2024-01-27,17-09-2024,google_pay,false
S000715,U00521,basic,8.99,2022-02-01,2022-08-19,google_pay,0
S000165,U00112,standard,13.99,2024-02-29,07/27/2024,apple_pay,yes
S000190,U00128,premium,17.99,2024-06-25,,credit_card,N
S001496,U01086,premium,17.99,2022-04-03,,google_pay,no
S001736,U01256,premium,17.99,"Apr 21, 2022",,paypal,0
S000537,U00389,basic,8.99,10-06-2023,2024-01-19,google_pay,N
S000042,U00028,basic,8.99,"Mar 04, 2025",,paypal,FALSE
S000356,U00256,premium,17.99,2022-01-28,2022-12-30,paypal,0
S001958,U01415,premium,17.99,2024-02-27,,paypal,0
S001676,U01218,premium,17.99,10/18/2024,,paypal,FALSE
S000340,U00242,basic,8.99,08/29/2023,,paypal,FALSE
S001145,U00827,premium,17.99,02/18/2025,,credit_card,N
S000817,U00589,premium,17.99,2024-09-24,,paypal,FALSE
S000550,U00399,basic,8.99,2024-08-19,2025-01-18,paypal,FALSE
S000500,U00365,premium,17.99,20-01-2024,,credit_card,N
S000622,U00455,premium,17.99,03/30/2024,,apple_pay,no
S001194,U00864,premium,17.99,2022-05-30,27-02-2023,apple_pay,N
S000410,U00294,premium,17.99,"Sep 24, 2023",2024-05-27,credit_card,0
S000504,U00367,basic,8.99,2023-10-24,,google_pay,false
S001235,U00889,basic,$13.99,2022-07-13,,google_pay,no
S000108,U00071,basic,8.99,02/24/2023,,credit_card,false
S001141,U00824,standard,13.99,03/06/2023,,apple_pay,0
S000299,U00215,standard,13.99,"Apr 17, 2023",2023-10-10,credit_card,FALSE
S000828,U00597,basic,8.99,2022-08-28,,apple_pay,0
S001244,U00895,standard,13.99,08/16/2024,"Mar 31, 2025",google_pay,no
S001653,U01200,premium,17.99,2024-12-08,,credit_card,FALSE
S001945,U01404,premium,17.99,2023-04-13,,credit_card,0
S000969,U00694,standard,13.99,02/04/2023,,google_pay,0
S001968,U01423,standard,13.99,2022-05-31,,credit_card,0
S000317,U00226,standard,13.99,2023-11-23,10/02/2024,apple_pay,N
S000385,U00279,standard,13.99,2024-03-04,,credit_card,N
S001646,U01194,premium,17.99,2024-06-22,2025-03-31,apple_pay,false
S001869,U01346,standard,13.99,2024-02-05,03/11/2025,credit_card,0
S000188,U00126,standard,13.99,17-07-2023,01/28/2024,apple_pay,Y
S001717,U01242,premium,17.99,2024-12-13,,google_pay,no
S000623,U00456,premium,17.99,2024-02-18,"Aug 24, 2024",apple_pay,N
S000232,U00161,premium,17.99,08/04/2024,,google_pay,false
S000589,U00428,basic,8.99,2022-07-24,2022-12-24,paypal,false
S001448,U01048,basic,8.99,2023-02-03,17-06-2023,credit_card,N
S001737,U01257,basic,8.99,"Mar 22, 2023",,apple_pay,false
S001481,U01075,basic,8.99,2022-01-06,,apple_pay,0
S001846,U01331,premium,17.99,01-09-2023,,paypal,false
S000753,U00549,standard,13.99,2023-05-22,,paypal,0
S000671,U00488,basic,8.99,2024-03-07,,google_pay,0
S000237,U00165,standard,13.99,2022-11-26,12/22/2023,google_pay,no
S000727,U00529,premium,17.99,2022-07-29,,credit_card,no
S000483,U00350,premium,17.99,2023-04-18,,paypal,no
S001366,U00986,standard,13.99,"Feb 23, 2025",,apple_pay,false
S001879,U01353,standard,13.99,2024-02-10,,google_pay,false
S000921,U00660,basic,8.99,2024-06-28,,credit_card,false
S000158,U00106,basic,8.99,2022-05-13,,paypal,FALSE
S001707,U01237,basic,8.99,2024-02-11,,google_pay,0
S001451,U01050,standard,13.99,14-09-2023,09/12/2024,credit_card,true
S000862,U00619,basic,8.99,08-05-2024,2024-07-25,apple_pay,0
S000570,U00412,basic,8.99,2023-10-25,2024-02-15,apple_pay,1
