customer_id,signup_date,acquisition_channel,country
C01667,2024-05-14,social,US
C01668,2024-10-10,referral,CA
C01669,2024-02-19,organic,FR
C01670,2024-04-08,paid_search,US
C01671,2024-07-28,organic,US
C01672,2024-10-03,organic,DE
C01673,2024-02-04,organic,US
C01674,2024-11-26,referral,US
C01675,2024-11-28,organic,UK
C01676,2024-12-16,organic,FR
C01677,2024-12-20,paid_search,US
C01678,2024-07-18,social,US
C01679,2024-12-26,organic,US
C01680,2024-09-27,paid_search,CA
C01681,2024-04-24,referral,US
C01682,2024-06-16,organic,DE
C01683,2024-12-06,organic,US
C01684,2024-11-05,organic,UK
C01685,2024-12-12,social,US
C01686,2025-01-26,paid_search,CA
C01687,2024-08-22,paid_search,US
C01688,2024-02-19,organic,UK
C01689,2024-11-15,paid_search,FR
C01690,2025-01-24,organic,US
C01691,2024-10-03,social,US
C01692,2024-09-01,organic,CA
C01693,2024-10-18,organic,US
C01694,2024-02-28,organic,US
C01695,2024-07-02,social,FR
C01696,2024-04-25,referral,UK
C01697,2024-02-16,organic,US
C01698,2025-03-13,organic,US
C01699,2024-11-04,referral,US
C01700,2024-06-12,paid_search,US
C01701,2024-12-23,social,US
C01702,2025-01-23,social,UK
C01703,2024-10-23,organic,DE
C01704,2024-09-04,organic,DE
C01705,2024-06-13,referral,US
C01706,2024-03-20,paid_search,US
C01707,2024-08-19,referral,DE
C01708,2025-01-30,social,US
C01709,2024-10-29,organic,US
C01710,2024-05-14,referral,CA
C01711,2024-08-01,social,DE
C01712,2025-02-06,paid_search,US
C01713,2024-03-10,social,US
C01714,2024-01-25,paid_search,US
C01715,2024-01-12,social,US
C01716,2024-09-25,organic,FR
C01717,2024-06-12,social,US
C01718,2024-05-02,organic,DE
C01719,2024-01-21,organic,US
C01720,2025-02-07,organic,US
C01721,2025-03-04,paid_search,US
C01722,2024-03-16,social,US
C01723,2024-12-06,organic,CA
C01724,2024-12-19,organic,AU
C01725,2024-09-11,social,US
C01726,2025-01-30,social,US
C01727,2024-01-19,organic,CA
C01728,2025-03-21,social,US
C01729,2024-03-19,organic,UK
C01730,2024-10-07,paid_search,US
C01731,2024-06-26,organic,US
C01732,2024-04-11,social,UK
C01733,2024-01-10,referral,US
C01734,2025-02-02,organic,AU
C01735,2025-01-28,organic,UK
C01736,2024-02-12,social,UK
C01737,2024-09-05,organic,UK
C01738,2024-05-03,organic,UK
C01739,2024-12-27,organic,CA
C01740,2024-05-18,organic,US
C01741,2024-08-13,organic,US
C01742,2024-10-25,social,DE
C01743,2024-11-14,social,UK
C01744,2024-12-05,paid_search,AU
C01745,2024-02-12,paid_search,AU
C01746,2024-11-20,paid_search,US
C01747,2024-10-23,organic,US
C01748,2024-08-15,organic,AU
C01749,2024-01-28,paid_search,UK
C01750,2024-07-17,paid_search,US
C01751,2024-02-28,social,FR
C01752,2024-08-02,paid_search,DE
C01753,2024-08-02,paid_search,US
C01754,2024-03-04,social,DE
C01755,2024-01-08,organic,CA
C01756,2024-07-28,social,US
C01757,2024-11-10,referral,UK
C01758,2024-02-15,paid_search,US
C01759,2024-09-12,organic,US
C01760,2024-08-07,organic,UK
C01761,2024-12-06,social,DE
C01762,2024-04-04,paid_search,UK
C01763,2025-03-26,organic,UK
C01764,2025-02-19,paid_search,US
C01765,2024-02-18,social,US
C01766,2024-11-19,organic,DE
C01767,2024-12-03,organic,US
C01768,2024-01-26,organic,UK
C01769,2024-05-11,social,US
C01770,2024-02-22,social,AU
C01771,2025-02-22,referral,US
C01772,2024-04-08,paid_search,DE
C01773,2024-01-29,referral,US
C01774,2024-01-22,organic,UK
C01775,2024-02-08,organic,US
C01776,2024-12-30,social,DE
C01777,2024-10-30,referral,US
C01778,2024-09-09,paid_search,DE
C01779,2024-01-29,organic,US
C01780,2024-11-29,organic,US
C01781,2025-01-27,paid_search,US
C01782,2025-03-15,referral,AU
C01783,2024-03-10,paid_search,US
C01784,2024-08-04,paid_search,CA
C01785,2024-09-02,organic,CA
C01786,2024-01-17,paid_search,US
C01787,2024-02-06,paid_search,US
C01788,2024-05-30,social,DE
C01789,2024-06-22,referral,CA
C01790,2025-02-17,social,US
C01791,2024-08-15,referral,US
C01792,2024-06-28,paid_search,CA
C01793,2024-06-22,organic,US
C01794,2024-02-08,organic,US
C01795,2024-08-05,paid_search,CA
C01796,2024-08-16,organic,US
C01797,2024-11-04,paid_search,US
C01798,2024-11-20,organic,US
C01799,2024-02-15,organic,AU
C01800,2024-01-27,social,US
C01801,2024-09-03,organic,UK
C01802,2024-04-07,paid_search,US
C01803,2025-03-11,referral,US
C01804,2025-03-20,organic,US
C01805,2025-01-29,social,AU
C01806,2025-03-14,paid_search,FR
C01807,2025-01-25,referral,US
C01808,2024-11-14,referral,UK
C01809,2025-03-19,social,CA
C01810,2024-01-26,organic,US
C01811,2024-02-14,referral,AU
C01812,2024-03-06,organic,US
C01813,2024-06-17,referral,US
C01814,2024-01-12,referral,US
C01815,2024-06-09,organic,US
C01816,2025-01-14,paid_search,DE
C01817,2024-09-05,paid_search,UK
C01818,2025-01-01,social,UK
C01819,2025-01-27,paid_search,FR
C01820,2024-05-28,referral,UK
C01821,2024-10-05,referral,US
C01822,2024-05-27,paid_search,US
C01823,2024-09-23,referral,US
C01824,2024-08-15,social,UK
C01825,2024-04-05,referral,AU
C01826,2025-03-31,referral,UK
C01827,2024-09-08,organic,US
C01828,2024-07-07,organic,CA
C01829,2024-06-14,referral,US
C01830,2025-01-07,organic,US
C01831,2024-01-29,social,DE
C01832,2025-01-10,organic,AU
C01833,2024-02-26,social,AU
C01834,2024-05-17,organic,US
C01835,2024-11-18,paid_search,US
C01836,2024-10-19,organic,US
C01837,2025-02-23,organic,CA
C01838,2024-02-02,social,FR
C01839,2024-08-08,organic,US
C01840,2024-12-19,referral,US
C01841,2025-02-10,paid_search,DE
C01842,2024-11-14,organic,US
C01843,2024-09-27,paid_search,US
C01844,2024-06-20,paid_search,DE
C01845,2024-01-24,social,US
C01846,2024-04-24,paid_search,US
C01847,2024-12-01,social,US
C01848,2025-02-17,organic,US
C01849,2025-03-08,social,UK
C01850,2024-05-01,organic,UK
C01851,2024-12-18,organic,CA
C01852,2024-01-31,paid_search,FR
C01853,2024-12-07,paid_search,DE
C01854,2024-10-22,organic,US
C01855,2025-01-09,paid_search,AU
C01856,2024-09-22,organic,US
C01857,2024-08-03,paid_search,CA
C01858,2024-09-30,organic,US
C01859,2024-08-09,paid_search,UK
C01860,2024-07-12,paid_search,UK
C01861,2024-10-09,organic,CA
C01862,2024-09-06,social,AU
C01863,2024-07-15,organic,US
C01864,2024-02-20,paid_search,FR
C01865,2024-03-24,social,US
C01866,2024-04-23,organic,US
C01867,2024-10-31,organic,US
C01868,2024-08-14,organic,US
C01869,2024-12-09,organic,AU
C01870,2024-04-05,organic,US
C01871,2024-05-05,referral,CA
C01872,2024-06-15,organic,US
C01873,2024-01-13,organic,CA
C01874,2025-03-04,paid_search,US
C01875,2024-03-28,social,US
C01876,2024-01-29,organic,US
C01877,2025-01-09,organic,UK
C01878,2024-12-23,organic,US
C01879,2024-09-03,paid_search,US
C01880,2025-02-14,organic,US
C01881,2024-07-02,organic,US
C01882,2025-02-05,paid_search,UK
C01883,2024-03-06,organic,US
C01884,2024-06-04,referral,US
C01885,2024-01-23,organic,US
C01886,2024-08-01,social,UK
C01887,2024-10-07,social,FR
C01888,2024-03-28,organic,FR
C01889,2024-07-15,referral,US
C01890,2025-03-15,social,US
C01891,2024-09-24,organic,UK
C01892,2024-10-23,organic,US
C01893,2025-03-16,referral,AU
C01894,2025-01-11,organic,FR
C01895,2024-06-27,organic,US
C01896,2025-03-07,referral,US
C01897,2025-03-21,paid_search,CA
C01898,2025-02-01,organic,DE
C01899,2025-03-20,referral,UK
C01900,2024-12-25,organic,US
C01901,2024-01-14,organic,US
C01902,2025-01-23,social,AU
C01903,2024-04-14,organic,US
C01904,2024-05-09,referral,US
C01905,2024-04-24,referral,AU
C01906,2025-02-22,referral,US
C01907,2024-10-27,organic,US
C01908,2024-11-14,organic,US
C01909,2024-10-27,social,US
C01910,2024-05-28,social,UK
C01911,2024-05-30,referral,US
C01912,2024-08-05,social,DE
C01913,2024-12-22,referral,DE
C01914,2024-11-25,organic,US
C01915,2024-10-30,organic,UK
C01916,2024-11-14,organic,US
C01917,2024-01-10,social,DE
C01918,2024-12-24,paid_search,AU
C01919,2024-09-21,organic,AU
C01920,2024-04-15,social,US
C01921,2025-03-07,paid_search,DE
C01922,2025-03-23,paid_search,AU
C01923,2024-09-02,paid_search,US
C01924,2024-06-11,social,US
C01925,2024-07-14,referral,CA
C01926,2024-06-14,social,AU
C01927,2024-05-09,social,US
C01928,2024-04-10,social,US
C01929,2024-07-30,paid_search,US
C01930,2024-12-25,organic,US
C01931,2025-03-17,organic,US
C01932,2024-08-10,social,US
C01933,2025-01-14,organic,UK
C01934,2024-12-28,referral,US
C01935,2024-05-11,referral,FR
C01936,2024-07-12,social,US
C01937,2025-03-17,organic,DE
C01938,2025-02-20,paid_search,UK
C01939,2024-08-20,social,US
C01940,2024-07-25,organic,US
C01941,2024-11-06,organic,DE
C01942,2024-02-11,social,US
C01943,2025-02-24,paid_search,AU
C01944,2024-10-18,organic,CA
C01945,2024-07-14,social,US
C01946,2024-04-08,social,US
C01947,2025-01-10,referral,UK
C01948,2025-01-08,social,UK
C01949,2024-10-12,paid_search,FR
C01950,2024-06-15,social,US
C01951,2024-01-18,social,AU
C01952,2025-02-06,organic,US
C01953,2024-05-06,paid_search,US
C01954,2024-10-20,referral,US
C01955,2024-01-22,referral,AU
C01956,2024-03-16,social,US
C01957,2024-12-11,paid_search,US
C01958,2024-03-05,organic,US
C01959,2024-03-10,social,US
C01960,2024-04-30,organic,US
C01961,2024-06-12,social,DE
C01962,2024-04-20,organic,US
C01963,2024-03-18,social,AU
C01964,2024-03-09,paid_search,US
C01965,2024-11-26,paid_search,US
C01966,2024-09-01,social,US
C01967,2024-05-21,social,US
C01968,2024-08-06,social,US
C01969,2024-10-15,paid_search,US
C01970,2024-12-09,organic,FR
C01971,2024-06-27,paid_search,US
C01972,2025-02-10,paid_search,FR
C01973,2024-03-10,social,US
C01974,2025-02-18,social,FR
C01975,2024-07-27,social,US
C01976,2024-07-16,organic,US
C01977,2024-04-12,referral,UK
C01978,2024-04-28,paid_search,CA
C01979,2024-10-09,organic,CA
C01980,2024-04-27,organic,FR
C01981,2024-08-08,referral,US
C01982,2024-11-02,paid_search,UK
C01983,2024-04-17,referral,US
C01984,2024-06-22,organic,US
C01985,2024-01-29,social,US
C01986,2024-06-14,paid_search,UK
C01987,2025-01-30,referral,DE
C01988,2025-03-07,social,US
C01989,2024-07-18,social,AU
C01990,2024-02-12,organic,DE
C01991,2025-01-29,paid_search,US
C01992,2024-07-24,paid_search,UK
C01993,2024-11-25,paid_search,UK
C01994,2024-10-09,social,DE
C01995,2024-03-28,paid_search,US
C01996,2024-02-08,organic,UK
C01997,2024-08-08,social,UK
C01998,2024-02-16,paid_search,US
C01999,2024-02-04,paid_search,US
C02000,2024-04-23,referral,AU
