order_id,customer_id,order_date,order_value,num_items
O0000197,C00068,2024-07-22,61.12,1
O0000414,C00124,2024-11-13,72.78,1
O0005523,C01758,2024-02-18,42.97,2
O0002659,C00860,2024-12-18,33.15,1
O0002275,C00735,2024-10-16,57.21,1
O0003320,C01051,2024-06-29,81.61,1
O0006189,C01967,2024-05-27,118.73,2
O0006077,C01924,2024-08-18,62.62,2
O0004566,C01472,2025-01-07,86.37,1
O0004008,C01280,2024-09-07,62.36,1
O0003669,C01154,2024-12-09,194.74,1
O0003584,C01133,2024-12-04,130.35,3
O0005598,C01787,2024-02-13,53.66,2
O0000117,C00037,2024-07-22,72.04,1
O0005256,C01682,2024-06-19,99.6,5
O0000381,C00112,2024-06-19,96.85,3
O0006039,C01913,2025-02-01,48.04,1
O0003593,C01135,2024-11-11,39.95,3
O0001110,C00339,2024-02-13,71.42,4
O0001526,C00481,2025-02-07,56.56,3
O0005660,C01807,2025-02-06,126.53,1
O0005483,C01741,2025-04-26,79.7,1
O0004835,C01553,2025-03-11,86.54,2
O0001019,C00302,2024-11-26,64.25,2
O0001531,C00482,2024-05-06,75.38,3
O0005189,C01666,2024-07-20,78.71,1
O0004447,C01439,2025-01-01,120.87,1
O0003926,C01251,2024-09-27,60.33,2
O0004977,C01596,2025-02-15,59.46,1
O0004257,C01372,2024-04-14,90.15,3
O0004703,C01511,2024-10-10,38.12,4
O0004769,C01529,2025-01-19,47.09,2
O0000210,C00070,2024-10-23,111.68,1
O0002068,C00659,2024-06-20,35.62,2
O0005734,C01834,2024-08-10,120.42,2
O0005148,C01652,2024-10-30,109.32,1
O0003120,C00987,2024-12-26,50.84,4
O0001111,C00340,2024-09-29,79.85,2
O0000708,C00210,2024-09-26,104.95,2
O0005667,C01809,2025-03-22,37.55,1
O0005104,C01636,2025-01-20,92.72,3
O0001480,C00466,2024-04-09,113.71,1
O0005697,C01819,2025-01-27,65.44,3
O0003025,C00958,2025-04-30,184.5,3
O0005863,C01866,2024-06-30,100.09,1
O0004685,C01504,2024-01-10,121.54,1
O0001545,C00484,2024-09-10,90.24,2
O0004573,C01474,2024-10-04,82.04,4
O0004812,C01544,2025-03-21,57.46,1
O0002500,C00813,2024-09-23,121.83,3
O0005474,C01738,2024-07-19,34.83,3
O0001251,C00390,2024-09-29,38.52,3
O0004687,C01506,2024-02-29,168.43,1
O0005267,C01685,2025-02-06,17.96,4
O0003805,C01199,2024-07-16,99.91,2
O0000965,C00288,2024-08-09,106.89,3
O0001331,C00428,2024-07-11,81.45,2
O0002011,C00638,2024-03-10,23.3,4
O0000537,C00162,2025-02-17,80.93,1
O0000841,C00249,2024-10-23,166.23,2
O0000104,C00031,2024-05-26,93.25,3
O0001050,C00315,2024-07-26,31.29,1
O0002820,C00899,2025-02-11,60.3,2
O0001042,C00313,2024-12-12,46.74,5
O0001474,C00463,2024-02-07,128.34,1
O0000114,C00036,2025-01-18,120.94,2
O0002650,C00858,2024-09-07,29.08,3
O0003048,C00968,2024-03-19,44.03,1
O0005149,C01653,2025-01-29,52.21,2
O0003709,C01167,2024-10-08,135.15,3
O0004272,C01378,2025-03-13,61.7,2
O0003251,C01029,2024-01-05,105.86,3
O0001739,C00549,2024-02-24,104.54,1
O0006250,C01993,2024-11-27,46.24,4
O0003602,C01135,2025-03-06,35.93,1
O0003199,C01012,2024-12-19,52.6,1
O0003801,C01199,2024-05-03,49.97,1
O0000780,C00228,2025-03-29,50.2,3
O0002122,C00682,2025-03-13,61.71,1
O0003622,C01139,2024-02-29,71.98,1
O0000201,C00068,2024-10-29,32.91,3
O0003280,C01035,2024-10-28,45.45,2
O0003918,C01248,2025-03-24,35.38,1
O0000346,C00105,2024-01-06,70.21,1
O0005543,C01768,2024-04-02,70.63,2
O0002299,C00740,2025-02-20,101.23,5
O0003459,C01096,2024-09-03,135.73,1
O0001115,C00341,2024-07-23,37.0,2
O0000037,C00011,2024-11-25,46.6,2
O0004817,C01546,2024-04-22,88.05,4
O0000449,C00134,2024-09-21,49.33,3
O0004419,C01424,2024-04-30,61.87,1
O0004852,C01559,2024-01-06,98.68,2
O0004408,C01419,2024-08-30,34.29,1
O0003809,C01203,2024-12-26,124.63,1
O0001056,C00317,2024-10-01,88.82,2
O0006212,C01976,2024-11-14,99.72,3
O0004074,C01301,2024-09-10,22.99,3
O0006091,C01928,2024-06-01,45.14,2
O0002857,C00910,2024-05-08,42.32,2
O0004550,C01468,2024-12-14,42.69,1
O0003634,C01143,2025-04-03,49.07,3
O0003917,C01247,2025-04-28,61.68,2
O0001592,C00503,2024-05-27,68.81,2
O0000860,C00253,2024-10-07,57.34,3
O0001920,C00602,2025-02-13,49.79,1
O0004311,C01390,2025-03-20,97.59,5
O0002286,C00739,2025-01-20,59.91,1
O0003713,C01168,2024-10-13,64.7,2
O0004427,C01427,2024-06-10,284.9,2
O0005303,C01694,2024-02-28,115.57,4
O0002541,C00821,2025-02-28,62.71,2
O0000339,C00104,2024-09-02,45.42,3
O0004549,C01468,2024-11-20,77.6,2
O0000314,C00093,2024-08-26,55.66,2
O0005132,C01646,2025-02-19,83.27,1
O0005678,C01813,2025-03-05,111.64,3
O0003861,C01225,2024-07-14,75.33,2
O0005191,C01666,2024-09-13,64.05,2
O0003890,C01238,2025-01-17,33.12,1
O0001529,C00482,2024-03-27,125.09,2
O0001367,C00433,2025-01-28,66.39,2
O0005525,C01759,2024-09-16,32.65,4
O0004968,C01593,2024-04-03,58.64,5
O0003732,C01175,2025-03-16,59.08,3
O0003174,C01006,2025-03-23,67.29,4
O0006196,C01969,2024-10-15,70.92,1
O0003124,C00988,2024-12-10,47.82,3
O0002685,C00863,2025-03-20,25.49,4
O0005813,C01851,2025-04-15,86.69,2
O0002749,C00883,2025-04-07,58.08,2
O0000341,C00104,2024-10-25,46.36,3
O0005518,C01757,2024-12-16,44.23,2
O0004944,C01587,2024-03-22,103.45,1
O0004576,C01475,2024-10-04,160.65,1
O0005947,C01884,2024-06-25,210.91,2
O0002972,C00944,2024-08-10,84.1,1
O0005046,C01618,2025-02-09,31.62,2
O0001303,C00413,2024-11-28,70.93,1
O0004508,C01456,2024-12-28,57.95,1
O0003544,C01125,2024-06-24,64.06,1
O0003183,C01008,2024-10-06,49.45,2
O0001375,C00436,2024-08-26,134.05,4
O0004529,C01463,2024-08-28,38.38,1
O0002734,C00877,2024-10-29,56.71,5
O0003004,C00950,2024-10-06,151.93,1
O0003658,C01151,2024-03-23,86.13,4
O0005909,C01873,2024-09-01,78.88,4
O0003252,C01030,2024-08-30,146.21,2
O0004050,C01295,2024-11-06,51.76,2
O0001930,C00607,2024-12-09,58.43,3
O0001504,C00473,2025-01-26,68.82,2
O0005426,C01724,2025-01-31,37.01,1
O0001746,C00550,2024-06-08,61.29,2
O0002482,C00808,2024-09-09,61.96,3
O0001870,C00586,2025-01-06,187.73,4
O0003398,C01077,2024-05-05,66.7,2
O0000506,C00155,2025-03-17,51.84,1
O0000428,C00127,2024-07-17,103.04,1
O0004179,C01339,2025-01-03,80.91,3
O0005234,C01677,2024-12-22,93.41,3
O0000727,C00215,2025-04-23,54.51,4
O0003182,C01008,2024-09-30,108.74,1
O0004940,C01586,2024-12-25,44.8,2
O0004601,C01484,2024-04-12,61.76,5
O0004085,C01305,2024-11-05,35.71,3
O0006233,C01984,2024-06-24,42.39,1
O0004111,C01314,2024-09-16,57.0,1
O0002876,C00918,2024-11-09,62.83,2
O0000512,C00158,2024-09-15,99.11,3
O0004538,C01466,2024-03-22,125.28,2
O0001166,C00360,2024-08-27,215.86,2
O0004121,C01319,2024-12-14,53.11,4
O0003272,C01032,2024-10-24,45.73,3
O0003169,C01004,2025-03-24,74.98,2
O0003786,C01196,2024-04-05,81.0,3
O0002049,C00650,2025-01-06,60.95,3
O0002674,C00862,2024-05-23,78.3,1
O0002085,C00663,2024-12-06,168.5,1
O0002999,C00949,2024-12-08,93.15,1
O0004248,C01368,2024-07-21,84.68,1
O0000190,C00066,2024-12-04,34.05,1
O0003799,C01199,2024-03-07,59.32,1
O0005864,C01866,2024-07-07,98.62,1
O0004816,C01545,2024-07-01,33.67,1
O0001647,C00519,2025-04-30,99.99,4
O0003761,C01185,2024-12-24,120.25,5
O0002646,C00855,2024-06-05,93.93,5
O0000712,C00210,2025-01-23,110.09,2
O0005776,C01843,2024-10-25,70.11,1
O0006138,C01947,2025-01-14,164.35,1
O0001651,C00522,2024-07-12,30.73,3
O0003831,C01212,2025-02-09,63.27,3
O0002344,C00757,2025-04-09,61.12,5
O0002877,C00919,2024-07-27,152.35,1
O0004840,C01555,2024-07-30,100.89,3
O0002034,C00645,2024-06-12,48.35,5
O0001116,C00341,2024-07-24,34.97,1
O0000910,C00267,2024-06-12,176.34,4
O0005885,C01870,2024-11-13,64.79,1
O0004924,C01581,2025-01-05,92.85,2
O0000296,C00088,2025-04-23,89.28,2
O0003863,C01225,2024-07-21,87.03,5
O0003229,C01020,2025-03-03,49.81,1
O0001524,C00480,2024-04-30,41.51,2
O0005362,C01710,2024-08-18,50.38,1
O0005366,C01710,2024-12-02,64.67,3
O0004260,C01374,2024-02-17,132.52,2
O0005265,C01685,2024-12-15,30.96,5
O0002065,C00658,2024-03-08,140.76,2
O0006158,C01956,2024-04-25,47.97,3
O0005953,C01886,2025-01-03,44.34,3
O0003486,C01106,2024-12-25,100.52,1
O0001915,C00600,2024-11-23,50.79,3
O0003509,C01115,2024-05-28,69.59,4
O0005055,C01621,2025-01-10,65.4,1
O0005253,C01681,2024-07-17,143.01,1
O0005998,C01906,2025-03-15,34.91,1
O0006041,C01914,2024-12-01,126.04,2
O0003858,C01224,2024-05-14,58.28,1
O0000112,C00035,2025-03-23,20.53,4
O0003003,C00950,2024-09-23,116.05,1
O0001341,C00429,2024-11-16,32.23,3
O0001797,C00570,2024-06-18,73.63,3
O0004782,C01534,2024-06-05,158.0,4
O0005049,C01619,2024-12-25,38.9,2
O0000412,C00124,2024-10-08,104.66,1
O0000974,C00290,2024-11-29,101.29,1
O0004314,C01391,2025-02-07,95.33,2
O0002905,C00929,2024-12-15,63.45,1
O0005663,C01808,2024-11-28,98.31,1
O0001993,C00631,2024-07-05,60.63,4
O0000208,C00069,2025-03-28,52.78,3
O0002856,C00910,2024-05-07,36.16,1
O0002475,C00806,2024-06-03,75.49,1
O0005802,C01850,2024-07-02,49.3,3
O0000150,C00053,2024-09-12,88.43,1
O0000791,C00233,2025-01-27,41.23,5
O0004024,C01285,2025-03-07,115.62,3
O0002139,C00686,2024-03-07,48.44,2
O0003818,C01204,2024-10-18,121.09,2
O0001338,C00429,2024-08-29,47.2,2
O0004897,C01572,2024-09-25,77.46,3
O0002599,C00837,2024-11-19,170.83,2
O0004570,C01473,2024-09-04,79.35,2
O0005773,C01842,2025-03-28,115.26,1
O0004879,C01567,2024-07-28,86.41,1
O0003728,C01174,2025-02-10,50.9,1
O0005770,C01842,2025-01-01,56.98,1
O0004912,C01578,2025-03-05,91.33,2
O0005579,C01779,2024-06-03,49.74,2
O0005294,C01692,2024-09-02,36.98,1
O0005002,C01601,2025-01-16,44.16,4
O0003875,C01230,2024-05-17,65.81,3
O0003815,C01204,2024-08-30,190.61,2
O0001263,C00395,2024-05-20,58.35,2
O0001656,C00523,2024-02-26,163.69,1
O0003628,C01141,2025-02-26,79.43,1
O0000630,C00190,2024-02-14,63.98,3
O0002889,C00925,2024-06-22,49.38,2
O0004210,C01351,2024-05-20,318.15,4
O0005170,C01661,2024-05-17,85.37,3
O0002732,C00876,2025-04-17,43.89,1
O0000743,C00218,2024-09-23,48.75,1
O0005971,C01898,2025-02-05,60.8,1
O0005239,C01678,2024-08-24,28.96,2
O0005152,C01655,2024-11-28,41.65,1
O0000851,C00251,2024-12-20,121.38,4
O0002283,C00737,2025-04-21,53.2,5
O0004644,C01494,2024-11-15,63.86,1
O0001064,C00323,2024-11-22,139.55,4
O0004768,C01528,2024-04-04,43.35,2
O0003273,C01033,2025-02-03,96.97,5
O0002694,C00865,2024-07-23,49.88,3
O0004788,C01537,2024-10-25,89.55,1
O0003350,C01059,2024-11-02,62.13,1
O0004497,C01453,2024-10-07,115.23,1
O0005098,C01634,2024-11-28,134.2,2
O0000238,C00078,2025-02-26,115.07,1
O0002564,C00828,2025-03-08,74.03,2
O0001637,C00517,2024-04-14,81.9,1
O0004707,C01512,2024-05-22,55.0,3
O0004633,C01490,2024-03-21,37.5,2
O0003188,C01009,2025-01-03,43.69,5
O0005240,C01678,2024-08-26,42.4,1
O0000704,C00209,2024-08-06,31.2,2
O0005194,C01668,2024-10-18,134.12,1
O0005958,C01888,2024-03-28,59.44,1
O0003723,C01173,2024-05-15,52.19,2
O0005840,C01860,2024-07-20,76.99,3
O0001145,C00352,2024-01-27,49.72,1
O0000692,C00207,2024-08-30,112.79,3
O0001751,C00551,2024-10-22,64.25,3
O0000788,C00233,2024-10-21,50.91,2
O0002345,C00758,2024-09-10,64.13,1
O0001740,C00549,2024-04-03,51.33,3
O0002699,C00865,2024-09-30,40.01,3
O0004233,C01364,2024-08-10,46.29,1
O0000850,C00251,2024-10-15,123.57,4
O0001748,C00550,2024-09-14,48.87,3
O0004336,C01396,2024-12-09,38.86,4
O0004002,C01279,2025-01-25,70.67,1
O0003725,C01174,2024-11-27,72.83,4
O0002619,C00847,2024-01-17,65.94,4
O0004129,C01320,2025-01-20,58.83,1
O0004134,C01322,2024-04-19,41.28,5
O0000507,C00156,2025-01-13,29.89,2
O0006245,C01990,2024-02-19,47.48,2
O0000776,C00227,2024-08-22,67.19,1
O0003573,C01130,2024-10-26,79.89,2
O0002540,C00821,2025-02-17,52.06,4
O0001988,C00629,2024-03-03,53.45,2
O0003661,C01151,2024-08-22,67.82,1
O0005330,C01703,2024-10-24,19.91,1
O0004171,C01337,2024-09-25,63.38,2
O0002216,C00712,2024-06-22,88.28,1
O0000888,C00261,2024-09-20,63.62,1
O0006001,C01907,2024-12-26,98.43,2
O0001248,C00388,2024-12-30,75.36,2
O0002188,C00699,2025-02-02,69.31,2
O0002185,C00697,2024-07-22,79.14,2
O0002503,C00813,2024-11-21,55.37,1
O0005705,C01821,2025-01-06,79.98,2
O0001141,C00349,2024-08-24,74.38,3
O0004723,C01515,2024-07-12,45.76,2
O0004231,C01362,2025-03-04,97.82,3
O0003008,C00951,2025-04-03,42.99,2
O0006054,C01916,2024-12-27,152.07,2
O0003401,C01077,2024-11-04,58.56,1
O0002002,C00635,2024-05-04,86.8,2
O0003520,C01117,2024-01-04,126.07,1
O0005250,C01681,2024-05-09,218.63,2
O0003126,C00988,2025-02-18,56.37,2
O0001619,C00511,2024-03-11,69.43,3
O0003415,C01082,2024-10-18,96.65,1
O0005620,C01794,2024-05-09,48.95,3
O0004046,C01295,2024-08-22,48.76,2
O0003195,C01012,2024-07-23,92.72,4
O0002792,C00897,2024-06-23,111.0,1
O0004097,C01306,2024-09-12,38.09,1
O0004346,C01398,2024-09-06,127.13,1
O0005468,C01736,2024-02-26,20.86,1
O0006133,C01943,2025-02-24,78.85,1
O0002037,C00647,2024-03-26,40.9,1
O0003841,C01217,2024-11-01,71.48,5
O0003897,C01240,2024-12-25,70.85,5
O0005717,C01826,2025-04-23,83.21,3
O0003684,C01159,2024-09-20,65.46,1
O0002768,C00887,2025-03-16,104.67,4
O0000746,C00218,2024-11-16,41.51,1
O0003812,C01204,2024-06-20,149.52,1
O0001304,C00413,2024-11-30,60.38,1
O0002262,C00729,2025-02-14,109.41,1
O0005341,C01705,2024-09-19,31.59,2
O0000053,C00013,2025-01-31,92.48,1
O0002859,C00910,2024-05-22,30.18,1
O0004507,C01456,2024-11-29,36.71,1
O0000474,C00144,2024-02-04,37.93,1
O0003396,C01077,2024-03-29,75.58,1
O0003407,C01077,2025-02-15,98.32,1
O0002438,C00795,2024-06-01,95.54,1
O0002393,C00780,2024-04-06,101.69,2
O0003331,C01054,2024-10-30,121.57,1
O0002818,C00899,2024-12-13,55.08,1
O0000009,C00003,2024-11-06,83.47,1
O0000262,C00083,2024-12-26,114.13,1
O0005465,C01735,2025-02-02,98.77,2
O0001722,C00544,2024-05-24,158.9,2
O0004492,C01452,2024-07-22,80.21,1
O0004584,C01477,2025-04-29,15.62,3
O0000534,C00162,2024-11-09,81.69,2
O0001065,C00323,2025-02-03,122.63,1
O0000752,C00218,2025-04-30,55.23,4
O0000950,C00282,2024-06-19,53.57,3
O0004957,C01589,2025-04-13,92.45,1
O0003127,C00989,2025-01-29,90.39,5
O0004971,C01594,2024-06-19,141.47,1
O0000913,C00271,2024-01-15,102.44,1
O0001088,C00329,2024-07-27,111.83,2
O0002274,C00735,2024-09-01,52.35,1
O0005972,C01898,2025-02-12,48.18,2
O0001036,C00310,2025-02-24,32.49,1
O0004868,C01563,2024-02-05,104.39,1
O0006147,C01952,2025-02-13,64.47,5
O0000247,C00079,2024-11-15,93.96,4
O0006253,C01995,2024-04-02,25.56,4
O0000575,C00174,2024-09-23,155.65,4
O0005940,C01883,2024-12-06,45.93,1
O0003435,C01087,2025-02-14,126.4,3
O0001191,C00368,2025-03-06,93.79,5
O0002705,C00869,2024-04-12,41.28,3
O0003059,C00971,2025-02-18,36.78,4
O0004863,C01561,2025-03-12,30.92,1
O0004261,C01374,2024-02-26,226.06,1
O0003490,C01106,2025-04-20,55.45,3
O0001442,C00454,2024-01-22,48.53,3
O0000211,C00071,2024-06-17,58.78,2
O0004645,C01494,2024-11-18,55.12,3
O0003263,C01031,2024-03-06,40.56,1
O0002029,C00643,2024-01-22,145.88,5
O0001588,C00502,2024-10-25,37.27,2
O0002568,C00829,2024-03-31,171.36,1
O0002782,C00895,2024-10-31,62.33,4
O0005259,C01683,2024-12-10,93.94,2
O0005246,C01680,2024-09-29,28.41,5
O0002181,C00695,2025-02-13,66.81,4
O0000433,C00128,2024-12-16,84.07,2
O0000268,C00085,2024-03-19,25.85,5
O0000954,C00283,2024-12-05,53.27,5
O0003951,C01264,2024-07-11,42.84,1
O0001314,C00418,2024-12-25,60.41,2
O0005230,C01675,2025-04-24,75.72,3
O0003431,C01087,2024-02-20,115.49,4
O0006152,C01955,2024-05-08,93.8,2
O0001408,C00445,2024-12-27,155.94,4
O0000836,C00248,2024-04-06,76.4,5
O0001652,C00522,2024-10-22,53.29,1
O0005414,C01721,2025-04-24,63.15,1
O0000103,C00030,2024-12-04,84.91,2
O0001272,C00397,2025-01-27,85.36,1
O0003532,C01120,2024-09-23,43.1,4
O0005747,C01839,2024-08-06,76.22,1
O0001267,C00397,2024-08-19,95.25,1
O0005288,C01690,2025-01-30,32.34,1
O0004079,C01302,2024-04-19,90.13,3
O0002843,C00906,2024-07-04,99.03,3
O0003859,C01225,2024-04-26,72.1,2
O0003502,C01111,2024-11-18,135.16,2
O0004213,C01353,2024-09-20,62.9,3
O0004643,C01494,2024-11-01,80.32,3
O0000018,C00004,2024-07-02,31.82,1
O0003161,C01003,2024-12-20,46.12,3
O0004035,C01293,2024-03-15,114.64,1
O0001977,C00624,2024-10-04,73.76,3
O0001086,C00329,2024-05-12,112.41,2
O0005819,C01854,2024-10-28,94.06,1
O0004641,C01494,2024-08-22,71.05,2
O0000775,C00227,2024-07-11,59.25,1
O0000164,C00058,2024-07-10,94.43,4
O0005374,C01714,2024-02-24,174.66,2
O0002352,C00760,2025-04-23,100.15,2
O0005319,C01698,2025-04-25,34.77,2
O0001432,C00450,2024-06-16,35.94,1
O0000288,C00088,2025-01-17,120.5,2
O0003044,C00966,2025-01-04,144.75,2
O0002813,C00898,2025-03-25,177.5,1
O0001030,C00307,2025-04-19,67.17,3
O0004624,C01488,2024-09-08,105.72,1
O0003478,C01102,2025-02-14,59.04,3
O0004152,C01332,2024-10-29,139.32,2
O0000867,C00255,2024-08-27,116.77,1
O0001337,C00429,2024-08-07,35.33,2
O0000674,C00199,2024-05-31,91.5,3
O0000986,C00294,2024-04-30,82.45,4
O0005821,C01854,2025-01-07,66.6,1
O0005714,C01824,2024-09-21,57.77,2
O0001589,C00502,2024-11-05,71.79,2
O0004084,C01304,2025-04-11,23.4,2
O0001663,C00525,2024-06-05,81.18,1
O0001024,C00304,2024-12-08,40.05,2
O0006230,C01982,2025-01-05,38.37,1
O0005481,C01741,2025-02-08,82.31,3
O0000432,C00127,2024-10-31,65.45,2
O0003187,C01009,2024-12-18,50.69,1
O0000283,C00088,2024-08-18,77.12,2
O0003063,C00971,2025-04-22,21.49,2
O0003773,C01193,2025-02-15,72.23,5
O0001717,C00542,2024-06-28,39.19,1
O0001028,C00306,2024-06-14,169.86,5
O0005632,C01799,2024-02-22,223.67,2
O0001370,C00434,2025-03-22,45.31,1
O0000576,C00174,2024-10-08,91.97,2
O0001283,C00404,2024-04-01,212.63,4
O0002302,C00742,2025-03-17,45.51,4
O0003698,C01166,2024-01-08,120.67,1
O0001807,C00572,2024-12-26,80.83,1
O0003575,C01132,2024-05-10,13.67,2
O0002396,C00780,2024-06-02,71.64,2
O0005843,C01861,2024-11-10,57.69,5
O0003485,C01105,2025-02-19,76.38,5
O0001211,C00377,2025-01-23,58.84,2
O0006266,C00465,2024-11-19,74.76,3
O0005188,C01666,2024-07-18,53.71,1
O0002244,C00724,2024-07-14,58.36,4
O0001119,C00341,2024-11-17,41.6,5
O0001937,C00612,2024-07-25,39.78,1
O0002285,C00738,2025-04-19,88.83,3
O0001783,C00564,2024-10-29,29.01,1
O0002682,C00863,2025-01-04,50.89,3
O0001428,C00449,2024-10-28,32.44,2
O0005700,C01820,2024-05-31,64.5,5
O0004301,C01390,2024-09-01,136.53,1
O0005808,C01850,2024-12-18,45.78,1
O0001078,C00326,2024-01-24,66.05,4
O0005983,C01901,2024-01-27,58.74,3
O0004120,C01319,2024-09-09,73.16,2
O0001190,C00368,2025-02-12,111.19,4
O0000515,C00158,2024-12-21,146.44,1
O0001690,C00533,2024-07-26,84.45,2
O0005666,C01808,2025-04-11,119.64,1
O0001512,C00474,2024-09-15,42.12,1
O0004664,C01498,2025-04-23,198.72,5
O0001089,C00330,2024-09-11,41.9,2
O0000270,C00085,2024-05-31,42.4,2
O0002592,C00836,2024-04-09,40.41,1
O0002018,C00641,2024-07-03,60.5,2
O0001501,C00472,2025-01-14,117.93,1
O0000127,C00042,2025-02-06,43.87,3
O0005398,C01718,2025-02-25,55.15,4
O0001923,C00604,2024-10-24,74.99,2
O0002335,C00754,2024-10-26,126.85,2
O0003582,C01133,2024-11-08,172.21,3
O0006166,C01958,2024-03-12,96.15,2
O0002098,C00669,2024-12-25,67.91,3
O0000933,C00277,2024-02-08,46.52,3
O0004031,C01290,2025-02-07,39.22,2
O0003094,C00980,2024-04-28,59.7,2
O0000148,C00051,2024-07-27,32.43,4
O0001613,C00509,2024-11-02,76.06,1
O0000937,C00278,2024-10-10,46.53,3
O0003921,C01249,2024-09-28,90.78,1
O0001852,C00581,2024-10-30,78.09,3
O0000823,C00243,2025-03-03,75.83,2
O0002212,C00709,2025-04-10,62.56,1
O0001845,C00580,2024-10-13,129.03,2
O0005419,C01722,2024-08-28,42.51,1
O0005205,C01671,2024-08-12,34.57,4
O0004754,C01522,2024-10-11,41.6,1
O0001096,C00334,2024-10-14,191.7,4
O0001953,C00619,2024-04-05,80.36,2
O0004404,C01417,2024-02-29,174.98,1
O0004441,C01438,2024-02-10,38.01,1
O0004978,C01596,2025-03-21,44.79,1
O0005542,C01768,2024-03-04,66.31,1
O0000400,C00121,2024-09-01,56.26,3
O0002753,C00884,2025-02-12,58.83,3
O0001129,C00342,2024-12-18,36.12,1
O0004196,C01348,2024-03-13,44.87,5
O0005308,C01695,2024-07-29,63.83,2
O0003411,C01078,2024-02-27,66.43,1
O0001148,C00353,2025-03-08,64.32,3
O0006003,C01907,2025-01-11,80.19,1
O0002917,C00930,2024-07-10,78.64,1
O0002533,C00819,2024-02-12,50.98,2
O0006200,C01971,2024-07-09,117.65,1
O0001221,C00381,2024-06-21,89.95,4
O0005400,C01719,2024-01-30,88.54,2
O0003013,C00952,2024-11-04,130.31,1
O0001610,C00509,2024-08-28,56.92,1
O0000349,C00107,2024-08-13,167.79,1
O0001515,C00475,2024-04-07,101.04,1
O0003523,C01118,2025-04-19,82.76,2
O0001006,C00301,2024-03-19,47.66,1
O0001427,C00449,2024-07-31,69.37,2
O0002988,C00948,2024-10-29,106.2,1
O0005563,C01774,2024-02-21,20.65,1
O0002279,C00737,2025-02-08,28.56,1
O0000413,C00124,2024-11-06,71.55,1
O0001778,C00564,2024-06-29,48.97,1
O0000401,C00122,2024-09-26,47.05,3
O0001405,C00445,2024-07-29,160.42,1
O0004801,C01540,2025-02-16,40.16,2
O0003235,C01024,2024-07-05,62.87,2
O0000275,C00088,2024-05-05,69.55,3
O0000284,C00088,2024-10-11,91.59,2
O0000225,C00075,2024-10-09,86.17,1
O0006084,C01926,2024-06-15,43.23,2
O0005485,C01742,2024-11-15,96.54,1
O0005238,C01678,2024-08-23,25.54,1
O0002693,C00865,2024-07-09,41.36,2
O0001914,C00600,2024-10-09,90.49,3
O0002612,C00844,2024-07-07,33.21,2
O0002320,C00747,2025-03-05,65.48,3
O0004450,C01440,2024-04-24,61.13,3
O0006112,C01935,2024-06-15,92.43,1
O0003943,C01261,2025-03-08,104.35,1
O0001537,C00483,2024-10-05,71.6,1
O0005737,C01834,2024-10-09,110.01,2
O0004108,C01312,2024-02-29,39.21,1
O0006154,C01956,2024-03-16,44.05,1
O0006065,C01920,2024-04-17,54.87,1
O0005208,C01672,2024-10-17,93.61,1
O0005317,C01698,2025-03-14,47.36,5
O0001674,C00526,2024-11-13,71.21,1
O0003716,C01170,2025-03-21,207.07,2
O0002428,C00793,2024-04-13,98.65,1
O0003291,C01039,2024-08-20,55.74,3
O0000853,C00251,2025-02-07,173.45,2
O0005204,C01671,2024-08-01,48.28,2
O0001491,C00468,2024-06-12,55.49,3
O0001636,C00517,2024-04-02,55.46,1
O0002128,C00683,2025-01-02,193.1,2
O0000080,C00023,2024-07-10,54.13,2
O0000119,C00038,2024-10-12,44.16,2
O0003611,C01138,2024-07-28,127.72,3
O0001777,C00564,2024-06-26,69.75,4
O0004876,C01566,2024-05-10,56.59,4
O0003663,C01152,2025-02-07,106.74,1
O0001676,C00526,2025-01-02,68.72,1
O0004411,C01421,2024-12-20,70.01,3
O0006037,C01913,2024-12-25,59.88,1
O0001472,C00461,2024-04-30,45.89,2
O0004565,C01471,2024-02-09,43.25,1
O0004271,C01378,2025-02-02,77.86,4
O0002955,C00940,2024-11-19,50.8,2
O0003413,C01079,2024-03-28,36.96,2
O0000608,C00181,2024-07-21,70.17,2
O0002778,C00894,2024-03-04,63.37,2
O0002397,C00781,2025-01-26,103.78,1
O0003275,C01034,2024-03-03,71.59,2
O0002155,C00691,2024-06-17,111.49,2
O0004700,C01510,2025-02-04,36.78,2
O0004793,C01540,2024-05-28,90.56,1
O0004537,C01465,2025-03-17,48.78,1
O0001723,C00544,2024-06-18,103.95,2
O0002319,C00747,2025-02-18,78.34,4
O0005064,C01624,2024-08-18,48.7,2
O0000347,C00105,2024-01-15,78.15,1
O0004021,C01284,2025-01-25,61.31,3
O0000324,C00098,2024-05-30,130.29,2
O0004250,C01369,2025-03-21,51.8,2
O0005570,C01779,2024-02-03,24.23,2
O0001410,C00445,2025-04-07,152.83,2
O0006172,C01960,2024-05-14,59.28,1
O0001071,C00324,2025-03-13,46.98,1
O0000308,C00092,2025-03-28,146.92,1
O0004905,C01575,2024-11-30,60.35,2
O0003339,C01057,2025-02-15,93.64,3
O0005500,C01748,2024-08-17,81.23,1
O0003404,C01077,2024-11-25,84.98,3
O0006268,C00651,2025-01-12,29.53,2
O0004141,C01327,2024-07-07,48.33,1
O0000307,C00092,2025-03-26,131.0,1
O0004180,C01340,2025-02-12,73.38,4
O0004488,C01450,2025-04-21,24.6,1
