transaction_id,date,store_id,product_id,quantity,unit_price
T013509,2024-04-08 12:38:00,S03,P010,1,5.25
T006987,2024-02-22 09:30:00,S03,P013,1,2.75
T009648,2024-03-12 09:53:00,S01,P010,2,5.25
T012432,2024-04-01 10:27:00,S02,P017,1,8.5
T005900,2024-02-14 10:01:00,S02,P001,1,3.0
T009305,2024-03-10 08:36:00,S01,P012,1,3.5
T005507,2024-02-11 07:39:00,S01,P002,1,3.5
T000732,2024-01-06 15:08:00,S03,P012,1,3.5
T016538,2024-04-29 17:28:00,S02,P004,1,4.25
T014994,2024-04-19 12:36:00,S01,P013,2,2.75
T001739,2024-01-14 08:31:00,S01,P006,1,5.0
T007114,2024-02-23 12:10:00,S03,P011,1,3.75
T005213,2024-02-09 13:26:00,S01,P005,3,4.75
T009227,2024-03-09 07:41:00,S02,P009,1,3.25
T012620,2024-04-02 15:22:00,S03,P005,1,4.75
T009058,2024-03-08 07:33:00,S02,P004,1,4.25
T013546,2024-04-09 13:50:00,S01,P001,1,3.0
T002566,2024-01-20 18:49:00,S02,P005,2,4.75
T007841,2024-02-28 11:52:00,S03,P003,1,4.5
T006433,2024-02-18 07:48:00,S02,P005,1,4.75
T004744,2024-02-05 14:08:00,S01,P003,1,4.5
T010528,2024-03-18 08:12:00,S03,P002,1,3.5
T007533,2024-02-26 08:12:00,S02,P011,1,3.75
T008231,2024-03-02 12:56:00,S02,P013,3,2.75
T013896,2024-04-11 11:52:00,S02,P018,1,7.95
T001935,2024-01-15 08:06:00,S02,P013,1,2.75
T003980,2024-01-31 08:50:00,S01,P002,1,3.5
T015341,2024-04-21 11:26:00,S01,P002,1,3.5
T004089,2024-01-31 08:45:00,S03,P008,1,4.5
T013370,2024-04-07 09:50:00,S03,P002,1,3.5
T010422,2024-03-17 10:00:00,S03,P014,1,3.95
T016126,2024-04-26 08:12:00,S03,P016,1,2.0
T007620,2024-02-27 11:26:00,S01,P001,1,3.0
T012955,2024-04-05 12:48:00,S01,P001,1,3.0
T008017,2024-03-01 13:19:00,S01,P004,2,4.25
T003659,2024-01-28 17:55:00,S02,P002,1,3.5
T001483,2024-01-12 12:30:00,S02,P003,1,4.5
T001356,2024-01-11 16:17:00,S02,P002,1,3.5
T004180,2024-02-01 09:34:00,S02,P004,1,4.25
T010921,2024-03-22 12:26:00,S01,P003,2,4.5
T007217,2024-02-24 11:23:00,S02,P001,1,3.0
T007231,2024-02-24 09:23:00,S02,P008,1,4.5
T004225,2024-02-01 09:46:00,S03,P003,1,4.5
T004248,2024-02-02 12:05:00,S01,P004,1,4.25
T014748,2024-04-17 08:59:00,S01,P013,1,2.75
T014616,2024-04-16 08:40:00,S01,P016,1,2.0
T014700,2024-04-16 13:56:00,S03,P009,1,3.25
T002918,2024-01-22 08:09:00,S03,P001,2,3.0
T009331,2024-03-10 08:34:00,S01,P011,3,3.75
T011356,2024-03-24 13:28:00,S03,P001,1,3.0
T011422,2024-03-25 08:25:00,S01,P002,2,3.5
T013005,2024-04-05 11:31:00,S02,P014,1,3.95
T009020,2024-03-08 12:31:00,S01,P006,1,5.0
T009935,2024-03-14 08:42:00,S02,P004,1,4.25
T003703,2024-01-28 08:42:00,S03,P015,1,4.25
T010869,2024-03-21 12:45:00,S02,P003,1,4.5
T005502,2024-02-11 10:20:00,S01,P003,2,4.5
T007398,2024-02-25 09:56:00,S02,P014,1,3.95
T005825,2024-02-13 11:52:00,S03,P015,1,4.25
T006365,2024-02-17 07:04:00,S03,P014,1,3.95
T009971,2024-03-14 16:54:00,S03,P013,2,2.75
T012094,2024-03-30 13:37:00,S01,P009,1,3.25
T009338,2024-03-10 10:16:00,S01,P004,1,4.25
T014631,2024-04-16 08:22:00,S02,P017,3,8.5
T014339,2024-04-14 07:33:00,S02,P006,1,5.0
T009929,2024-03-14 15:06:00,S02,P015,1,4.25
T005772,2024-02-13 08:22:00,S02,P005,1,4.75
T007798,2024-02-28 09:46:00,S02,P005,2,4.75
T005654,2024-02-12 09:00:00,S01,P016,1,2.0
T015268,2024-04-20 11:51:00,S03,P014,2,3.95
T001904,2024-01-15 08:15:00,S01,P005,1,4.75
T014298,2024-04-14 09:00:00,S01,P002,1,3.5
T001154,2024-01-09 13:32:00,S03,P008,1,4.5
T005536,2024-02-11 11:25:00,S02,P005,2,4.75
T004125,2024-02-01 11:25:00,S01,P005,1,4.75
T009966,2024-03-14 10:39:00,S03,P010,1,5.25
T000773,2024-01-06 17:49:00,S03,P012,1,3.5
T004301,2024-02-02 17:08:00,S02,P015,1,4.25
T009329,2024-03-10 10:27:00,S01,P003,1,4.5
T003999,2024-01-31 14:18:00,S01,P001,1,3.0
T015391,2024-04-21 08:12:00,S02,P010,2,5.25
T004457,2024-02-03 16:45:00,S02,P010,1,5.25
T007452,2024-02-25 10:15:00,S03,P009,1,3.25
T000265,2024-01-03 16:30:00,S01,P017,1,8.5
T011183,2024-03-23 12:05:00,S03,P005,2,4.75
T010175,2024-03-16 09:43:00,S02,P005,1,4.75
T015047,2024-04-19 07:58:00,S02,P002,2,3.5
T012949,2024-04-05 10:37:00,S01,P014,1,3.95
T009574,2024-03-11 10:10:00,S02,P013,1,2.75
T013332,2024-04-07 09:14:00,S02,P010,1,5.25
T002926,2024-01-23 11:52:00,S01,P001,1,3.0
T012048,2024-03-30 08:04:00,S01,P015,1,4.25
T004446,2024-02-03 09:59:00,S02,P008,1,4.5
T012610,2024-04-02 10:03:00,S02,P004,1,4.25
T003627,2024-01-28 13:39:00,S02,P005,1,4.75
T013486,2024-04-08 12:47:00,S02,P010,1,5.25
T010396,2024-03-17 15:03:00,S03,P010,1,5.25
T002031,2024-01-16 09:42:00,S01,P018,1,7.95
T006493,2024-02-18 13:04:00,S03,P008,1,4.5
T010111,2024-03-15 13:55:00,S03,P018,1,7.95
T005178,2024-02-08 08:45:00,S03,P001,1,3.0
T005227,2024-02-09 10:18:00,S02,P006,2,5.0
T002939,2024-01-23 12:16:00,S01,P006,1,5.0
T003748,2024-01-29 14:12:00,S01,P006,1,5.0
T003933,2024-01-30 10:09:00,S03,P011,1,3.75
T014395,2024-04-14 14:08:00,S03,P004,3,4.25
T009286,2024-03-09 15:51:00,S03,P006,3,5.0
T007589,2024-02-26 14:06:00,S03,P003,1,4.5
T008761,2024-03-06 08:17:00,S01,P001,1,3.0
T013825,2024-04-11 13:49:00,S01,P005,1,4.75
T012151,2024-03-30 12:12:00,S02,P003,3,4.5
T014447,2024-04-14 10:32:00,S03,P014,1,3.95
T015940,2024-04-25 11:23:00,S02,P003,1,4.5
T000981,2024-01-08 12:21:00,S01,P007,1,3.25
T013860,2024-04-11 16:50:00,S02,P012,1,3.5
T007871,2024-02-29 09:51:00,S01,P016,1,2.0
T014827,2024-04-17 08:42:00,S03,P002,1,3.5
T016469,2024-04-28 08:18:00,S03,P017,1,8.5
T010277,2024-03-17 10:42:00,S01,P018,1,7.95
T000714,2024-01-06 11:21:00,S02,P017,1,8.5
T003931,2024-01-30 08:09:00,S03,P011,1,3.75
T013138,2024-04-06 10:07:00,S02,P005,2,4.75
T012218,2024-03-31 08:54:00,S01,P005,1,4.75
T004298,2024-02-02 10:38:00,S02,P017,1,8.5
T012600,2024-04-02 15:46:00,S02,P014,1,3.95
T012100,2024-03-30 10:20:00,S01,P001,1,3.0
T010785,2024-03-20 09:27:00,S03,P001,3,3.0
T007172,2024-02-24 10:09:00,S01,P002,1,3.5
T014979,2024-04-18 13:18:00,S03,P005,1,4.75
T009844,2024-03-13 17:51:00,S03,P003,2,4.5
T016525,2024-04-29 08:22:00,S01,P015,1,4.25
T003081,2024-01-24 15:32:00,S01,P002,1,3.5
T012153,2024-03-30 11:51:00,S02,P013,2,2.75
T009522,2024-03-11 09:41:00,S01,P014,1,3.95
T005208,2024-02-09 09:13:00,S01,P003,1,4.5
T011773,2024-03-28 16:30:00,S01,P007,1,3.25
T001475,2024-01-12 12:58:00,S02,P012,2,3.5
T001772,2024-01-14 10:13:00,S02,P005,1,4.75
T005121,2024-02-08 08:43:00,S02,P005,2,4.75
T014846,2024-04-18 08:58:00,S01,P003,1,4.5
T005285,2024-02-09 12:22:00,S03,P014,1,3.95
T011376,2024-03-24 14:21:00,S03,P002,1,3.5
T012492,2024-04-01 13:27:00,S03,P013,2,2.75
T002216,2024-01-17 08:35:00,S02,P014,2,3.95
T005749,2024-02-13 13:26:00,S01,P018,2,7.95
T014024,2024-04-12 12:07:00,S02,P007,1,3.25
T002772,2024-01-21 12:25:00,S03,P006,1,5.0
T015394,2024-04-21 12:32:00,S02,P017,1,8.5
T004549,2024-02-04 13:35:00,S01,P003,1,4.5
T016198,2024-04-27 11:07:00,S02,P013,1,2.75
T004505,2024-02-03 13:54:00,S03,P012,1,3.5
T002159,2024-01-17 16:56:00,S01,P006,1,5.0
T015517,2024-04-22 12:29:00,S02,P014,1,3.95
T005005,2024-02-07 13:33:00,S02,P008,1,4.5
T014448,2024-04-14 11:11:00,S03,P003,1,4.5
T000389,2024-01-04 13:21:00,S01,P014,1,3.95
T010205,2024-03-16 10:36:00,S02,P004,2,4.25
T002440,2024-01-19 08:02:00,S02,P017,1,8.5
T003504,2024-01-27 12:21:00,S02,P012,1,3.5
T000881,2024-01-07 15:16:00,S02,P005,1,4.75
T009259,2024-03-09 12:27:00,S03,P004,1,4.25
T010863,2024-03-21 09:04:00,S02,P005,1,4.75
T008461,2024-03-03 07:23:00,S03,P015,2,4.25
T004684,2024-02-04 09:15:00,S03,P010,1,5.25
T011996,2024-03-29 11:27:00,S02,P015,1,4.25
T012899,2024-04-04 14:23:00,S03,P010,1,5.25
T006670,2024-02-20 09:56:00,S01,P016,1,2.0
T002716,2024-01-21 10:52:00,S02,P005,1,4.75
T012050,2024-03-30 09:42:00,S01,P001,3,3.0
T015168,2024-04-20 08:16:00,S01,P007,1,3.25
T002685,2024-01-21 15:48:00,S01,P016,1,2.0
T010767,2024-03-20 10:18:00,S03,P018,1,7.95
T005682,2024-02-12 15:51:00,S02,P005,2,4.75
T014718,2024-04-17 10:39:00,S01,P018,1,7.95
T011957,2024-03-29 10:47:00,S02,P003,1,4.5
T008735,2024-03-06 18:34:00,S01,P004,1,4.25
T006999,2024-02-22 13:37:00,S03,P003,1,4.5
T004106,2024-02-01 13:44:00,S01,P011,1,3.75
T012661,2024-04-02 11:18:00,S03,P003,1,4.5
T015592,2024-04-22 13:31:00,S03,P003,2,4.5
T001136,2024-01-09 07:33:00,S03,P002,1,3.5
T002212,2024-01-17 09:43:00,S02,P011,1,3.75
T001312,2024-01-11 12:05:00,S01,P003,1,4.5
T003854,2024-01-30 09:38:00,S01,P013,1,2.75
T004575,2024-02-04 13:26:00,S01,P005,1,4.75
T005578,2024-02-11 12:58:00,S03,P017,1,8.5
T004462,2024-02-03 08:01:00,S02,P004,1,4.25
T003918,2024-01-30 14:43:00,S02,P011,2,3.75
T001551,2024-01-13 09:19:00,S01,P005,1,4.75
T002170,2024-01-17 10:10:00,S01,P003,1,4.5
T008684,2024-03-05 09:08:00,S03,P009,2,3.25
T005253,2024-02-09 16:49:00,S02,P003,2,4.5
T004952,2024-02-07 17:22:00,S01,P013,2,2.75
T004392,2024-02-03 12:30:00,S01,P002,1,3.5
T007688,2024-02-27 10:54:00,S03,P009,1,3.25
T011861,2024-03-28 08:36:00,S03,P008,1,4.5
T001379,2024-01-11 12:45:00,S03,P017,2,8.5
T007884,2024-02-29 07:46:00,S01,P001,1,3.0
T005562,2024-02-11 10:27:00,S02,P001,1,3.0
T002426,2024-01-19 09:06:00,S01,P011,1,3.75
T008271,2024-03-02 09:08:00,S03,P012,1,3.5
T011443,2024-03-25 16:53:00,S02,P016,1,2.0
T003730,2024-01-29 09:19:00,S01,P005,1,4.75
T006196,2024-02-16 12:56:00,S03,P003,1,4.5
T000927,2024-01-07 14:30:00,S03,P001,1,3.0
T001786,2024-01-14 14:29:00,S02,P006,3,5.0
T003976,2024-01-31 17:04:00,S01,P012,1,3.5
T003783,2024-01-29 14:58:00,S02,P005,2,4.75
T014103,2024-04-13 12:32:00,S01,P014,1,3.95
T000751,2024-01-06 08:15:00,S03,P002,1,3.5
T016725,2024-04-30 14:44:00,S03,P014,1,3.95
T001338,2024-01-11 13:02:00,S02,P004,1,4.25
T001769,2024-01-14 09:36:00,S02,P005,1,4.75
T002285,2024-01-18 13:05:00,S01,P014,1,3.95
T012992,2024-04-05 18:45:00,S02,P012,1,3.5
T013817,2024-04-10 08:21:00,S03,P003,2,4.5
T004160,2024-02-01 09:45:00,S02,P002,1,3.5
T015256,2024-04-20 17:44:00,S03,P015,1,4.25
T011341,2024-03-24 12:48:00,S03,P017,3,8.5
T009384,2024-03-10 09:19:00,S02,P006,1,5.0
T007903,2024-02-29 11:20:00,S02,P002,2,3.5
T007569,2024-02-26 09:30:00,S03,P010,1,5.25
T007682,2024-02-27 08:34:00,S02,P018,1,7.95
T002068,2024-01-16 15:44:00,S02,P001,1,3.0
T006018,2024-02-15 09:03:00,S02,P005,1,4.75
T013077,2024-04-06 13:00:00,S01,P005,1,4.75
T009850,2024-03-13 16:42:00,S03,P001,2,3.0
T003605,2024-01-28 08:20:00,S01,P004,2,4.25
T014220,2024-04-13 16:58:00,S03,P002,3,3.5
T002456,2024-01-19 13:17:00,S02,P003,3,4.5
T003063,2024-01-24 10:05:00,S01,P006,1,5.0
T001413,2024-01-11 18:26:00,S03,P001,1,3.0
T012574,2024-04-02 15:30:00,S02,P001,1,3.0
T004474,2024-02-03 10:27:00,S02,P015,1,4.25
T016460,2024-04-28 15:03:00,S03,P001,2,3.0
T003326,2024-01-26 14:47:00,S01,P015,1,4.25
T004656,2024-02-04 11:52:00,S03,P009,1,3.25
T005997,2024-02-15 08:07:00,S01,P007,2,3.25
T011983,2024-03-29 07:39:00,S02,P017,1,8.5
T001006,2024-01-08 13:35:00,S02,P017,2,8.5
T007297,2024-02-24 11:01:00,S03,P012,1,3.5
T016483,2024-04-29 15:24:00,S01,P012,1,3.5
T006372,2024-02-17 10:34:00,S03,P018,1,7.95
T014295,2024-04-14 07:00:00,S01,P014,1,3.95
T010352,2024-03-17 11:40:00,S02,P006,1,5.0
T004504,2024-02-03 11:35:00,S03,P001,1,3.0
T008286,2024-03-02 11:22:00,S03,P012,1,3.5
T011364,2024-03-24 08:19:00,S03,P012,2,3.5
T016521,2024-04-29 12:22:00,S01,P005,1,4.75
T010714,2024-03-20 13:48:00,S02,P013,1,2.75
T007693,2024-02-27 12:24:00,S03,P015,1,4.25
T011612,2024-03-26 13:18:00,S03,P001,1,3.0
T008344,2024-03-03 11:39:00,S01,P005,2,4.75
T001319,2024-01-11 16:05:00,S01,P002,1,3.5
T011894,2024-03-28 09:33:00,S03,P001,3,3.0
T010600,2024-03-19 09:16:00,S02,P002,1,3.5
T001202,2024-01-10 11:49:00,S01,P003,1,4.5
T009312,2024-03-10 11:53:00,S01,P003,1,4.5
T003707,2024-01-28 11:34:00,S03,P006,3,5.0
T004741,2024-02-05 14:52:00,S01,P010,1,5.25
T010765,2024-03-20 09:45:00,S03,P006,3,5.0
T000393,2024-01-04 16:38:00,S01,P006,1,5.0
T009045,2024-03-08 12:47:00,S02,P005,1,4.75
T012643,2024-04-02 07:46:00,S03,P005,1,4.75
T008485,2024-03-04 14:09:00,S01,P004,1,4.25
T002018,2024-01-16 08:36:00,S01,P005,1,4.75
T005305,2024-02-10 12:46:00,S01,P006,1,5.0
T007994,2024-03-01 16:08:00,S01,P011,1,3.75
T009796,2024-03-13 10:06:00,S02,P007,1,3.25
T002829,2024-01-22 07:14:00,S01,P002,1,3.5
T006688,2024-02-20 10:55:00,S02,P015,1,4.25
T011354,2024-03-24 08:24:00,S03,P003,1,4.5
T010431,2024-03-17 08:00:00,S03,P004,1,4.25
T016174,2024-04-27 17:23:00,S01,P011,1,3.75
T009737,2024-03-12 09:20:00,S03,P014,1,3.95
T015583,2024-04-22 17:03:00,S03,P014,1,3.95
T016032,2024-04-26 08:50:00,S01,P014,1,3.95
T009218,2024-03-09 07:51:00,S02,P007,1,3.25
T005122,2024-02-08 12:41:00,S02,P005,3,4.75
T000038,2024-01-01 12:05:00,S02,P002,1,3.5
T007325,2024-02-25 12:06:00,S01,P003,3,4.5
T012895,2024-04-04 11:36:00,S03,P012,1,3.5
T001939,2024-01-15 11:46:00,S02,P017,1,8.5
T015797,2024-04-24 09:27:00,S02,P002,1,3.5
T016076,2024-04-26 08:12:00,S02,P005,1,4.75
T004578,2024-02-04 11:48:00,S01,P008,1,4.5
T013227,2024-04-06 14:41:00,S03,P004,1,4.25
T003408,2024-01-26 08:56:00,S03,P003,1,4.5
T015578,2024-04-22 12:52:00,S03,P018,1,7.95
T000456,2024-01-04 09:51:00,S03,P010,1,5.25
T000417,2024-01-04 09:06:00,S02,P002,1,3.5
T004026,2024-01-31 15:45:00,S02,P005,1,4.75
T002163,2024-01-17 09:57:00,S01,P009,1,3.25
T016065,2024-04-26 17:33:00,S02,P006,2,5.0
T002573,2024-01-20 09:48:00,S02,P004,1,4.25
T011076,2024-03-23 15:25:00,S01,P014,1,3.95
T012174,2024-03-30 12:28:00,S03,P006,1,5.0
T010583,2024-03-19 12:37:00,S01,P005,1,4.75
T004238,2024-02-02 17:48:00,S01,P002,2,3.5
T010212,2024-03-16 10:36:00,S02,P009,2,3.25
T013369,2024-04-07 14:47:00,S03,P002,1,3.5
T014385,2024-04-14 08:09:00,S03,P009,1,3.25
T011835,2024-03-28 14:14:00,S02,P005,1,4.75
T009865,2024-03-14 12:48:00,S01,P013,1,2.75
T012542,2024-04-02 08:46:00,S01,P010,3,5.25
T001335,2024-01-11 09:24:00,S02,P006,1,5.0
T013745,2024-04-10 07:54:00,S02,P003,1,4.5
T011776,2024-03-28 13:13:00,S01,P018,1,7.95
T008509,2024-03-04 07:02:00,S02,P012,1,3.5
T004997,2024-02-07 12:06:00,S02,P002,1,3.5
T016370,2024-04-28 07:21:00,S02,P001,2,3.0
T016269,2024-04-27 09:01:00,S03,P002,1,3.5
T013799,2024-04-10 10:36:00,S03,P006,1,5.0
T004628,2024-02-04 10:14:00,S02,P005,1,4.75
T004692,2024-02-04 10:04:00,S03,P005,2,4.75
T007069,2024-02-23 09:19:00,S02,P014,1,3.95
T006646,2024-02-20 08:11:00,S01,P002,1,3.5
T015672,2024-04-23 11:43:00,S02,P009,1,3.25
T000627,2024-01-06 08:27:00,S01,P005,1,4.75
T005063,2024-02-07 08:26:00,S03,P002,1,3.5
T003294,2024-01-25 08:05:00,S03,P013,1,2.75
T008292,2024-03-02 11:37:00,S03,P005,1,4.75
T012089,2024-03-30 13:26:00,S01,P009,2,3.25
T005386,2024-02-10 13:02:00,S02,P017,1,8.5
T001061,2024-01-09 10:01:00,S01,P005,1,4.75
T001813,2024-01-14 12:50:00,S02,P001,2,3.0
T005561,2024-02-11 13:45:00,S02,P004,1,4.25
T014666,2024-04-16 16:45:00,S03,P012,2,3.5
T002764,2024-01-21 08:30:00,S03,P001,1,3.0
T014826,2024-04-17 07:36:00,S03,P013,1,2.75
T013052,2024-04-05 08:15:00,S03,P016,1,2.0
T004179,2024-02-01 14:55:00,S02,P006,1,5.0
T016357,2024-04-28 08:18:00,S02,P005,1,4.75
T001480,2024-01-12 17:07:00,S02,P014,2,3.95
T009670,2024-03-12 08:36:00,S02,P012,1,3.5
T006435,2024-02-18 15:06:00,S02,P008,2,4.5
T006790,2024-02-21 08:50:00,S01,P003,1,4.5
T013238,2024-04-07 09:48:00,S01,P011,1,3.75
T008994,2024-03-07 12:42:00,S03,P011,1,3.75
T005700,2024-02-12 12:11:00,S03,P006,1,5.0
T016348,2024-04-28 15:22:00,S01,P001,1,3.0
T003979,2024-01-31 11:30:00,S01,P011,1,3.75
T008957,2024-03-07 12:05:00,S03,P008,3,4.5
T004809,2024-02-05 08:12:00,S03,P008,1,4.5
T008390,2024-03-03 09:36:00,S02,P002,2,3.5
T015102,2024-04-19 11:32:00,S03,P002,2,3.5
T013688,2024-04-10 07:31:00,S01,P006,1,5.0
T014733,2024-04-17 17:37:00,S01,P003,1,4.5
T015527,2024-04-22 09:00:00,S02,P004,1,4.25
T014082,2024-04-12 10:59:00,S03,P006,1,5.0
T014972,2024-04-18 09:52:00,S03,P004,2,4.25
T015680,2024-04-23 08:41:00,S02,P012,1,3.5
T002024,2024-01-16 12:53:00,S01,P011,3,3.75
T010929,2024-03-22 14:45:00,S01,P014,3,3.95
T000237,2024-01-02 09:39:00,S03,P011,1,3.75
T009934,2024-03-14 15:10:00,S02,P006,1,5.0
T002065,2024-01-16 11:15:00,S02,P017,1,8.5
T013573,2024-04-09 09:13:00,S01,P003,1,4.5
T001167,2024-01-09 12:01:00,S03,P008,1,4.5
T015959,2024-04-25 12:13:00,S03,P003,1,4.5
T007006,2024-02-22 13:55:00,S03,P009,1,3.25
T009306,2024-03-10 13:07:00,S01,P003,3,4.5
T004164,2024-02-01 12:40:00,S02,P012,1,3.5
T013764,2024-04-10 14:05:00,S02,P010,1,5.25
T012317,2024-03-31 09:41:00,S02,P009,1,3.25
T007857,2024-02-29 10:39:00,S01,P004,1,4.25
T003717,2024-01-28 08:45:00,S03,P012,1,3.5
T007897,2024-02-29 11:34:00,S02,P008,1,4.5
T014943,2024-04-18 12:28:00,S03,P010,1,5.25
T007440,2024-02-25 08:04:00,S03,P008,1,4.5
T002158,2024-01-17 14:38:00,S01,P013,1,2.75
T015331,2024-04-21 08:38:00,S01,P001,1,3.0
T003217,2024-01-25 12:29:00,S02,P002,2,3.5
T005056,2024-02-07 13:25:00,S03,P003,1,4.5
T008635,2024-03-05 16:38:00,S02,P003,2,4.5
T002981,2024-01-23 13:23:00,S02,P014,1,3.95
T005102,2024-02-08 16:09:00,S01,P012,1,3.5
T016144,2024-04-27 08:56:00,S01,P008,1,4.5
T015305,2024-04-21 08:53:00,S01,P002,1,3.5
T016160,2024-04-27 11:11:00,S01,P003,1,4.5
T002119,2024-01-16 13:18:00,S03,P006,1,5.0
T012098,2024-03-30 09:36:00,S01,P011,1,3.75
T000617,2024-01-05 13:05:00,S03,P008,3,4.5
T006775,2024-02-21 08:54:00,S01,P002,1,3.5
T008460,2024-03-03 08:54:00,S03,P001,1,3.0
T004061,2024-01-31 09:02:00,S03,P014,1,3.95
T014422,2024-04-14 09:54:00,S03,P006,1,5.0
T013527,2024-04-08 11:57:00,S03,P001,1,3.0
T015958,2024-04-25 11:22:00,S03,P003,1,4.5
T004734,2024-02-05 11:58:00,S01,P014,1,3.95
T011084,2024-03-23 11:16:00,S01,P008,1,4.5
T011557,2024-03-26 12:56:00,S01,P010,1,5.25
T002986,2024-01-23 12:05:00,S02,P003,1,4.5
T014163,2024-04-13 12:04:00,S02,P014,2,3.95
T013797,2024-04-10 09:31:00,S03,P001,1,3.0
T002226,2024-01-17 09:19:00,S02,P005,1,4.75
T002556,2024-01-20 07:41:00,S01,P001,1,3.0
T010282,2024-03-17 08:49:00,S01,P003,1,4.5
T000247,2024-01-02 09:43:00,S03,P003,2,4.5
T015963,2024-04-25 16:47:00,S03,P009,2,3.25
T006691,2024-02-20 08:41:00,S02,P005,1,4.75
T011162,2024-03-23 14:10:00,S03,P012,1,3.5
T008861,2024-03-06 14:29:00,S03,P001,1,3.0
T009279,2024-03-09 13:00:00,S03,P016,1,2.0
T010278,2024-03-17 10:16:00,S01,P018,1,7.95
T003257,2024-01-25 11:42:00,S03,P004,1,4.25
T011221,2024-03-23 12:52:00,S03,P008,2,4.5
T005879,2024-02-14 13:28:00,S01,P018,1,7.95
T012274,2024-03-31 07:25:00,S02,P002,1,3.5
T011448,2024-03-25 17:30:00,S02,P004,1,4.25
T007674,2024-02-27 12:07:00,S02,P017,1,8.5
T004851,2024-02-06 12:34:00,S01,P002,2,3.5
T008215,2024-03-02 10:58:00,S02,P012,1,3.5
T008563,2024-03-04 08:16:00,S03,P007,1,3.25
T007268,2024-02-24 07:08:00,S03,P002,1,3.5
T008946,2024-03-07 14:05:00,S02,P012,1,3.5
T007089,2024-02-23 17:05:00,S02,P006,1,5.0
T008346,2024-03-03 12:01:00,S01,P010,1,5.25
T015707,2024-04-23 13:39:00,S03,P005,1,4.75
T014070,2024-04-12 14:48:00,S03,P004,1,4.25
T004377,2024-02-03 11:31:00,S01,P018,1,7.95
T004787,2024-02-05 12:43:00,S03,P010,1,5.25
T004812,2024-02-05 08:20:00,S03,P001,1,3.0
T008206,2024-03-02 08:05:00,S02,P018,1,7.95
T003194,2024-01-25 13:43:00,S01,P004,1,4.25
T012066,2024-03-30 08:31:00,S01,P011,1,3.75
T014148,2024-04-13 17:15:00,S01,P002,1,3.5
T002642,2024-01-20 11:56:00,S03,P006,1,5.0
T002905,2024-01-22 09:27:00,S03,P005,1,4.75
T010906,2024-03-21 13:29:00,S03,P001,2,3.0
T001108,2024-01-09 14:22:00,S02,P006,1,5.0
T010793,2024-03-20 10:17:00,S03,P006,2,5.0
T014948,2024-04-18 10:25:00,S03,P012,1,3.5
T001501,2024-01-12 10:46:00,S02,P005,1,4.75
T013229,2024-04-06 11:26:00,S03,P004,3,4.25
T007894,2024-02-29 15:08:00,S02,P015,1,4.25
T009621,2024-03-12 07:25:00,S01,P014,1,3.95
T012245,2024-03-31 12:14:00,S01,P011,1,3.75
T011373,2024-03-24 18:55:00,S03,P010,2,5.25
T005795,2024-02-13 08:53:00,S02,P002,1,3.5
T008955,2024-03-07 12:31:00,S03,P005,1,4.75
T008348,2024-03-03 12:23:00,S01,P011,1,3.75
T005047,2024-02-07 07:20:00,S03,P004,2,4.25
T001209,2024-01-10 15:49:00,S01,P014,1,3.95
T013606,2024-04-09 13:58:00,S02,P005,1,4.75
T011481,2024-03-25 08:28:00,S03,P010,1,5.25
T007090,2024-02-23 07:03:00,S02,P018,3,7.95
T003555,2024-01-27 08:59:00,S03,P013,1,2.75
T005618,2024-02-11 07:26:00,S03,P006,1,5.0
T001779,2024-01-14 15:58:00,S02,P005,1,4.75
T007041,2024-02-23 14:41:00,S01,P010,1,5.25
T007056,2024-02-23 12:54:00,S02,P015,1,4.25
T003460,2024-01-27 16:51:00,S01,P013,1,2.75
T005369,2024-02-10 08:34:00,S02,P012,1,3.5
T004086,2024-01-31 09:34:00,S03,P003,2,4.5
T014537,2024-04-15 08:21:00,S03,P015,1,4.25
T001538,2024-01-12 13:24:00,S03,P006,3,5.0
T003427,2024-01-27 13:31:00,S01,P006,1,5.0
T010030,2024-03-15 15:32:00,S01,P003,1,4.5
T012720,2024-04-03 16:05:00,S02,P013,1,2.75
T002653,2024-01-20 08:13:00,S03,P002,1,3.5
T000762,2024-01-06 08:32:00,S03,P001,2,3.0
T001555,2024-01-13 12:19:00,S01,P012,2,3.5
T010318,2024-03-17 09:48:00,S01,P007,1,3.25
T005182,2024-02-08 14:48:00,S03,P006,1,5.0
T015565,2024-04-22 07:23:00,S03,P004,2,4.25
T015834,2024-04-24 12:19:00,S03,P004,1,4.25
T003626,2024-01-28 15:20:00,S02,P006,1,5.0
T004674,2024-02-04 08:11:00,S03,P007,1,3.25
T014378,2024-04-14 11:40:00,S03,P002,2,3.5
T007904,2024-02-29 11:00:00,S02,P017,1,8.5
T008936,2024-03-07 09:20:00,S02,P003,1,4.5
T001116,2024-01-09 15:09:00,S02,P001,1,3.0
T009607,2024-03-11 18:40:00,S03,P001,1,3.0
T000263,2024-01-03 08:50:00,S01,P006,3,5.0
T007211,2024-02-24 08:58:00,S02,P003,1,4.5
T003331,2024-01-26 10:13:00,S01,P005,1,4.75
T013311,2024-04-07 08:57:00,S02,P011,1,3.75
T006544,2024-02-19 15:04:00,S01,P002,1,3.5
T010580,2024-03-19 08:40:00,S01,P014,1,3.95
T002540,2024-01-20 18:38:00,S01,P010,2,5.25
